affected_flow_count,affected_flow_ratio,affected_route_unchanged_count,all_reroute_celf_ms,all_reroute_h2s_ms,all_reroute_peak_rss_bytes,all_reroute_scheduled_count,all_reroute_scheduled_ratio,all_reroute_status,all_reroute_total_ms,baseline_scheduled_count,baseline_scheduled_ratio,baseline_status,baseline_total_ms,changed_affected_flow_count,changed_route_flow_count,changed_route_flow_ratio,changed_unaffected_flow_count,changed_unaffected_flow_ratio,extra_unaffected_reroute_fraction,fault_id,hop_delta_total,max_hop_delta,mean_hop_delta_per_changed_flow,new_physical_links_used,p0_route_links_abandoned,project_checker_pass,rescue_class,rescued,route_scope,scenario_id,total_p0_hops,total_pf_hops,total_tt_flows,unaffected_route_unchanged_count,upstream_verifier_pass
242,0.242,0,0,494.709052,115376128,1000,1.0,SUCCESS_H2S,2139.744712,0,0.905,HEURISTIC_NOT_FOUND,3286.752948,242,536,0.536,294,0.38786279683377306,0.38786279683377306,l_sw0331_sw0333,487,13,0.9085820895522388,98,31,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S6,83727,84214,1000,464,True
492,0.246,,1026.719899,1009.479478,232914944,0,0.9875,HEURISTIC_NOT_FOUND,8737.469137,0,0.8865,HEURISTIC_NOT_FOUND,6534.524698,,,,,,,l_sw0007_sw0009,,,,,,False,E_NOT_RESCUED,False,all-reroute,S7,,,2000,,False
501,0.2505,,1005.441048,985.832013,234147840,0,0.99,HEURISTIC_NOT_FOUND,8674.852239,0,0.8795,HEURISTIC_NOT_FOUND,6603.025652,,,,,,,l_sw0019_sw0021,,,,,,False,E_NOT_RESCUED,False,all-reroute,S7,,,2000,,False
499,0.2495,,1027.88838,978.168203,235646976,0,0.9925,HEURISTIC_NOT_FOUND,8840.833826,0,0.886,HEURISTIC_NOT_FOUND,6645.034589,,,,,,,l_sw0023_sw0025,,,,,,False,E_NOT_RESCUED,False,all-reroute,S7,,,2000,,False
9,0.0045,0,0,971.105843,232980480,2000,1.0,SUCCESS_H2S,4503.020927,0,0.997,HEURISTIC_NOT_FOUND,6811.342538,9,311,0.1555,302,0.15168257157207435,0.15168257157207435,l_sw0024_sw0025,-28,70,-0.09003215434083602,13,6,True,C_RESCUED_WITH_MODERATE_RELAXATION,True,all-reroute,S7,172912,172884,2000,1689,True
488,0.244,,1032.670775,981.041719,234708992,0,0.9875,HEURISTIC_NOT_FOUND,8834.115339,0,0.882,HEURISTIC_NOT_FOUND,6604.598525,,,,,,,l_sw0025_sw0027,,,,,,False,E_NOT_RESCUED,False,all-reroute,S7,,,2000,,False
14,0.007,,1017.147677,979.021241,234790912,0,0.9995,HEURISTIC_NOT_FOUND,8676.92541,0,0.9975,HEURISTIC_NOT_FOUND,6855.982399,,,,,,,l_sw0046_sw0047,,,,,,False,E_NOT_RESCUED,False,all-reroute,S7,,,2000,,False
528,0.264,,1014.965458,1006.718775,236077056,0,0.998,HEURISTIC_NOT_FOUND,8744.856977,0,0.882,HEURISTIC_NOT_FOUND,6567.712384,,,,,,,l_sw0047_sw0049,,,,,,False,E_NOT_RESCUED,False,all-reroute,S7,,,2000,,False
497,0.2485,,1016.552552,1008.465275,238981120,0,0.9975,HEURISTIC_NOT_FOUND,8794.740177,0,0.881,HEURISTIC_NOT_FOUND,6496.67885,,,,,,,l_sw0065_sw0067,,,,,,False,E_NOT_RESCUED,False,all-reroute,S7,,,2000,,False
23,0.0115,0,0,963.015329,232816640,2000,1.0,SUCCESS_H2S,4508.155129,0,0.99,HEURISTIC_NOT_FOUND,7110.164236,23,278,0.139,255,0.12898330804248861,0.12898330804248861,l_sw0066_sw0067,-263,28,-0.9460431654676259,8,4,True,C_RESCUED_WITH_MODERATE_RELAXATION,True,all-reroute,S7,172912,172649,2000,1722,True
490,0.245,,1000.633745,975.763214,238657536,0,0.9975,HEURISTIC_NOT_FOUND,8701.829812,0,0.8695,HEURISTIC_NOT_FOUND,6417.407743,,,,,,,l_sw0095_sw0097,,,,,,False,E_NOT_RESCUED,False,all-reroute,S7,,,2000,,False
8,0.004,,1000.573827,944.561922,235798528,0,0.9975,HEURISTIC_NOT_FOUND,8852.969739,0,0.999,HEURISTIC_NOT_FOUND,6817.144938,,,,,,,l_sw0096_sw0097,,,,,,False,E_NOT_RESCUED,False,all-reroute,S7,,,2000,,False
494,0.247,0,0,952.258018,238526464,2000,1.0,SUCCESS_H2S,4557.212167,0,0.87,HEURISTIC_NOT_FOUND,6513.651232,494,1183,0.5915,689,0.45750332005312083,0.45750332005312083,l_sw0121_sw0123,3888,77,3.286559594251902,17,1,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S7,172912,176800,2000,817,True
2,0.001,0,0,975.702046,232304640,2000,1.0,SUCCESS_H2S,4506.121658,0,0.9985,HEURISTIC_NOT_FOUND,6792.094597,2,373,0.1865,371,0.1856856856856857,0.1856856856856857,l_sw0133_sw0134,-299,71,-0.8016085790884718,8,6,True,C_RESCUED_WITH_MODERATE_RELAXATION,True,all-reroute,S7,172912,172613,2000,1627,True
494,0.247,,1004.44336,1009.375797,236355584,0,0.999,HEURISTIC_NOT_FOUND,8651.071479,0,0.8765,HEURISTIC_NOT_FOUND,6589.223643,,,,,,,l_sw0151_sw0153,,,,,,False,E_NOT_RESCUED,False,all-reroute,S7,,,2000,,False
10,0.005,0,0,947.114592,233287680,2000,1.0,SUCCESS_H2S,4477.183733,0,0.999,HEURISTIC_NOT_FOUND,6830.764906,10,338,0.169,328,0.16482412060301507,0.16482412060301507,l_sw0153_sw0154,103,68,0.3047337278106509,10,7,True,C_RESCUED_WITH_MODERATE_RELAXATION,True,all-reroute,S7,172912,173015,2000,1662,True
485,0.2425,,1024.324993,989.314063,238256128,0,0.9995,HEURISTIC_NOT_FOUND,8666.372159,0,0.88,HEURISTIC_NOT_FOUND,6518.103498,,,,,,,l_sw0158_sw0160,,,,,,False,E_NOT_RESCUED,False,all-reroute,S7,,,2000,,False
10,0.005,,1018.011994,972.519276,239030272,0,0.9995,HEURISTIC_NOT_FOUND,8813.013564,0,0.9995,HEURISTIC_NOT_FOUND,6871.879661,,,,,,,l_sw0160_sw0161,,,,,,False,E_NOT_RESCUED,False,all-reroute,S7,,,2000,,False
477,0.2385,,1000.557896,958.027717,236101632,0,0.9935,HEURISTIC_NOT_FOUND,8699.627442,0,0.874,HEURISTIC_NOT_FOUND,6421.475515,,,,,,,l_sw0167_sw0169,,,,,,False,E_NOT_RESCUED,False,all-reroute,S7,,,2000,,False
4,0.002,0,0,958.363623,233529344,2000,1.0,SUCCESS_H2S,4549.37897,0,0.995,HEURISTIC_NOT_FOUND,6813.75914,4,259,0.1295,255,0.12775551102204408,0.12775551102204408,l_sw0169_sw0170,186,71,0.7181467181467182,8,5,True,C_RESCUED_WITH_MODERATE_RELAXATION,True,all-reroute,S7,172912,173098,2000,1741,True
512,0.256,,1012.491843,986.34459,236232704,0,0.9955,HEURISTIC_NOT_FOUND,8694.547474,0,0.8835,HEURISTIC_NOT_FOUND,6551.927379,,,,,,,l_sw0207_sw0209,,,,,,False,E_NOT_RESCUED,False,all-reroute,S7,,,2000,,False
481,0.2405,,1004.179916,1007.498908,238280704,0,0.997,HEURISTIC_NOT_FOUND,8846.941828,0,0.8765,HEURISTIC_NOT_FOUND,6513.093471,,,,,,,l_sw0210_sw0212,,,,,,False,E_NOT_RESCUED,False,all-reroute,S7,,,2000,,False
9,0.0045,0,0,994.821639,233222144,2000,1.0,SUCCESS_H2S,4495.78211,0,0.9995,HEURISTIC_NOT_FOUND,6803.34897,9,342,0.171,333,0.16725263686589653,0.16725263686589653,l_sw0216_sw0217,362,74,1.0584795321637428,11,2,True,C_RESCUED_WITH_MODERATE_RELAXATION,True,all-reroute,S7,172912,173274,2000,1658,True
507,0.2535,0,0,985.168444,238268416,2000,1.0,SUCCESS_H2S,4591.769417,0,0.8875,HEURISTIC_NOT_FOUND,6646.422031,507,1136,0.568,629,0.4212993971868721,0.4212993971868721,l_sw0228_sw0230,3642,82,3.2059859154929575,17,1,True,D_RESCUED_WITH_GLOBAL_RELAXATION,True,all-reroute,S7,172912,176554,2000,864,True
474,0.237,,1035.088888,992.701669,237326336,0,0.9995,HEURISTIC_NOT_FOUND,8757.961334,0,0.8785,HEURISTIC_NOT_FOUND,6870.507164,,,,,,,l_sw0231_sw0233,,,,,,False,E_NOT_RESCUED,False,all-reroute,S7,,,2000,,False
467,0.2335,,1011.865733,958.514835,237850624,0,0.999,HEURISTIC_NOT_FOUND,8642.893224,0,0.8795,HEURISTIC_NOT_FOUND,6612.914754,,,,,,,l_sw0259_sw0261,,,,,,False,E_NOT_RESCUED,False,all-reroute,S7,,,2000,,False
6,0.003,0,0,984.702911,233484288,2000,1.0,SUCCESS_H2S,4540.763584,0,0.999,HEURISTIC_NOT_FOUND,6777.651055,6,160,0.08,154,0.07723169508525576,0.07723169508525576,l_sw0260_sw0261,190,70,1.1875,14,1,True,C_RESCUED_WITH_MODERATE_RELAXATION,True,all-reroute,S7,172912,173102,2000,1840,True
470,0.235,,1041.038128,993.725269,238145536,0,0.996,HEURISTIC_NOT_FOUND,8726.140077,0,0.8885,HEURISTIC_NOT_FOUND,6598.258796,,,,,,,l_sw0263_sw0265,,,,,,False,E_NOT_RESCUED,False,all-reroute,S7,,,2000,,False
483,0.2415,,1003.917018,998.983312,236220416,0,0.9965,HEURISTIC_NOT_FOUND,8751.751457,0,0.875,HEURISTIC_NOT_FOUND,6543.480567,,,,,,,l_sw0285_sw0287,,,,,,False,E_NOT_RESCUED,False,all-reroute,S7,,,2000,,False
4,0.002,,1004.542171,956.417281,233304064,0,0.999,HEURISTIC_NOT_FOUND,8473.086141,0,0.999,HEURISTIC_NOT_FOUND,6780.003361,,,,,,,l_sw0293_sw0294,,,,,,False,E_NOT_RESCUED,False,all-reroute,S7,,,2000,,False
479,0.2395,,1003.600759,978.025487,233902080,0,0.986,HEURISTIC_NOT_FOUND,8852.225822,0,0.8845,HEURISTIC_NOT_FOUND,6582.7868,,,,,,,l_sw0331_sw0333,,,,,,False,E_NOT_RESCUED,False,all-reroute,S7,,,2000,,False
11,0.0055,0,0,959.013898,233332736,2000,1.0,SUCCESS_H2S,4514.542231,0,0.9915,HEURISTIC_NOT_FOUND,6919.941061,11,261,0.1305,250,0.1256913021618904,0.1256913021618904,l_sw0334_sw0335,259,74,0.9923371647509579,15,9,True,C_RESCUED_WITH_MODERATE_RELAXATION,True,all-reroute,S7,172912,173171,2000,1739,True
503,0.2515,,1019.655042,982.841119,237383680,0,0.999,HEURISTIC_NOT_FOUND,8657.297695,0,0.884,HEURISTIC_NOT_FOUND,6585.377952,,,,,,,l_sw0336_sw0338,,,,,,False,E_NOT_RESCUED,False,all-reroute,S7,,,2000,,False
