density,first_egress,first_interval_start,fixed_release,flow_id,frame_size,instances_per_hypercycle,kind,last_interval_start,period_ticks,relative_deadline_ticks,release_ticks,scale,scenario,self_collision,topology,tx_ticks
D095,S3_C07_M03,557,True,SF_S3_C07_M03,1375,16,SensorFast,75557,5000,4000,557,M,M_RING,False,RING,11
D095,S3_C08_M01,777,True,SF_S3_C08_M01,1375,16,SensorFast,75777,5000,4000,777,M,M_RING,False,RING,11
D095,S3_C08_M02,207,True,SF_S3_C08_M02,1375,16,SensorFast,75207,5000,4000,207,M,M_RING,False,RING,11
D095,S3_C08_M03,3,True,SF_S3_C08_M03,1375,16,SensorFast,75003,5000,4000,3,M,M_RING,False,RING,11
D095,S4_C01_M01,547,True,SF_S4_C01_M01,1375,16,SensorFast,75547,5000,4000,547,M,M_RING,False,RING,11
D095,S4_C01_M02,951,True,SF_S4_C01_M02,1375,16,SensorFast,75951,5000,4000,951,M,M_RING,False,RING,11
D095,S4_C01_M03,23,True,SF_S4_C01_M03,1375,16,SensorFast,75023,5000,4000,23,M,M_RING,False,RING,11
D095,S4_C02_M01,403,True,SF_S4_C02_M01,1375,16,SensorFast,75403,5000,4000,403,M,M_RING,False,RING,11
D095,S4_C02_M02,439,True,SF_S4_C02_M02,1375,16,SensorFast,75439,5000,4000,439,M,M_RING,False,RING,11
D095,S4_C02_M03,494,True,SF_S4_C02_M03,1375,16,SensorFast,75494,5000,4000,494,M,M_RING,False,RING,11
D095,S4_C03_M01,87,True,SF_S4_C03_M01,1375,16,SensorFast,75087,5000,4000,87,M,M_RING,False,RING,11
D095,S4_C03_M02,296,True,SF_S4_C03_M02,1375,16,SensorFast,75296,5000,4000,296,M,M_RING,False,RING,11
D095,S4_C03_M03,97,True,SF_S4_C03_M03,1375,16,SensorFast,75097,5000,4000,97,M,M_RING,False,RING,11
D095,S4_C04_M01,402,True,SF_S4_C04_M01,1375,16,SensorFast,75402,5000,4000,402,M,M_RING,False,RING,11
D095,S4_C04_M02,954,True,SF_S4_C04_M02,1375,16,SensorFast,75954,5000,4000,954,M,M_RING,False,RING,11
D095,S4_C04_M03,450,True,SF_S4_C04_M03,1375,16,SensorFast,75450,5000,4000,450,M,M_RING,False,RING,11
D095,S4_C05_M01,707,True,SF_S4_C05_M01,1375,16,SensorFast,75707,5000,4000,707,M,M_RING,False,RING,11
D095,S4_C05_M02,638,True,SF_S4_C05_M02,1375,16,SensorFast,75638,5000,4000,638,M,M_RING,False,RING,11
D095,S4_C05_M03,146,True,SF_S4_C05_M03,1375,16,SensorFast,75146,5000,4000,146,M,M_RING,False,RING,11
D095,S4_C06_M01,411,True,SF_S4_C06_M01,1375,16,SensorFast,75411,5000,4000,411,M,M_RING,False,RING,11
D095,S4_C06_M03,778,True,SF_S4_C06_M03,1375,16,SensorFast,75778,5000,4000,778,M,M_RING,False,RING,11
D095,S4_C07_M01,872,True,SF_S4_C07_M01,1375,16,SensorFast,75872,5000,4000,872,M,M_RING,False,RING,11
D095,S4_C07_M02,834,True,SF_S4_C07_M02,1375,16,SensorFast,75834,5000,4000,834,M,M_RING,False,RING,11
D095,S4_C07_M03,522,True,SF_S4_C07_M03,1375,16,SensorFast,75522,5000,4000,522,M,M_RING,False,RING,11
D095,S4_C08_M01,193,True,SF_S4_C08_M01,1375,16,SensorFast,75193,5000,4000,193,M,M_RING,False,RING,11
D095,S4_C08_M02,361,True,SF_S4_C08_M02,1375,16,SensorFast,75361,5000,4000,361,M,M_RING,False,RING,11
D095,S4_C08_M03,93,True,SF_S4_C08_M03,1375,16,SensorFast,75093,5000,4000,93,M,M_RING,False,RING,11
D095,PLC_C01_M01,1490,True,STAT_PLC_C01_M01,3250,4,MachineStatus,61490,20000,15000,1490,M,M_RING,False,RING,26
D095,PLC_C01_M02,2518,True,STAT_PLC_C01_M02,3250,4,MachineStatus,62518,20000,15000,2518,M,M_RING,False,RING,26
D095,PLC_C01_M03,2095,True,STAT_PLC_C01_M03,3250,4,MachineStatus,62095,20000,15000,2095,M,M_RING,False,RING,26
D095,PLC_C02_M01,1950,True,STAT_PLC_C02_M01,3250,4,MachineStatus,61950,20000,15000,1950,M,M_RING,False,RING,26
D095,PLC_C02_M02,2334,True,STAT_PLC_C02_M02,3250,4,MachineStatus,62334,20000,15000,2334,M,M_RING,False,RING,26
D095,PLC_C02_M03,2152,True,STAT_PLC_C02_M03,3250,4,MachineStatus,62152,20000,15000,2152,M,M_RING,False,RING,26
D095,PLC_C03_M02,887,True,STAT_PLC_C03_M02,3250,4,MachineStatus,60887,20000,15000,887,M,M_RING,False,RING,26
D095,PLC_C03_M03,317,True,STAT_PLC_C03_M03,3250,4,MachineStatus,60317,20000,15000,317,M,M_RING,False,RING,26
D095,PLC_C04_M01,1207,True,STAT_PLC_C04_M01,3250,4,MachineStatus,61207,20000,15000,1207,M,M_RING,False,RING,26
D095,PLC_C04_M02,1100,True,STAT_PLC_C04_M02,3250,4,MachineStatus,61100,20000,15000,1100,M,M_RING,False,RING,26
D095,PLC_C04_M03,2082,True,STAT_PLC_C04_M03,3250,4,MachineStatus,62082,20000,15000,2082,M,M_RING,False,RING,26
D095,PLC_C05_M01,3351,True,STAT_PLC_C05_M01,3250,4,MachineStatus,63351,20000,15000,3351,M,M_RING,False,RING,26
D095,PLC_C05_M03,2049,True,STAT_PLC_C05_M03,3250,4,MachineStatus,62049,20000,15000,2049,M,M_RING,False,RING,26
D095,PLC_C06_M01,769,True,STAT_PLC_C06_M01,3250,4,MachineStatus,60769,20000,15000,769,M,M_RING,False,RING,26
D095,PLC_C06_M02,3335,True,STAT_PLC_C06_M02,3250,4,MachineStatus,63335,20000,15000,3335,M,M_RING,False,RING,26
D095,PLC_C06_M03,3381,True,STAT_PLC_C06_M03,3250,4,MachineStatus,63381,20000,15000,3381,M,M_RING,False,RING,26
D095,PLC_C07_M01,2320,True,STAT_PLC_C07_M01,3250,4,MachineStatus,62320,20000,15000,2320,M,M_RING,False,RING,26
D095,PLC_C07_M02,3269,True,STAT_PLC_C07_M02,3250,4,MachineStatus,63269,20000,15000,3269,M,M_RING,False,RING,26
D095,PLC_C07_M03,3874,True,STAT_PLC_C07_M03,3250,4,MachineStatus,63874,20000,15000,3874,M,M_RING,False,RING,26
D095,PLC_C08_M01,3516,True,STAT_PLC_C08_M01,3250,4,MachineStatus,63516,20000,15000,3516,M,M_RING,False,RING,26
D095,PLC_C08_M02,70,True,STAT_PLC_C08_M02,3250,4,MachineStatus,60070,20000,15000,70,M,M_RING,False,RING,26
D095,PLC_C08_M03,2994,True,STAT_PLC_C08_M03,3250,4,MachineStatus,62994,20000,15000,2994,M,M_RING,False,RING,26
D095,PLC_C01_M01,659,True,CMD_PLC_C01_M01_A1_C01_M01,1375,16,ControlCommand,75659,5000,4000,659,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C01_M01,514,True,CMD_PLC_C01_M01_A2_C01_M01,1375,16,ControlCommand,75514,5000,4000,514,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C01_M01,181,True,CMD_PLC_C01_M01_A3_C01_M01,1375,16,ControlCommand,75181,5000,4000,181,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C01_M01,945,True,CMD_PLC_C01_M01_A4_C01_M01,1375,16,ControlCommand,75945,5000,4000,945,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C01_M02,968,True,CMD_PLC_C01_M02_A1_C01_M02,1375,16,ControlCommand,75968,5000,4000,968,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C01_M02,59,True,CMD_PLC_C01_M02_A2_C01_M02,1375,16,ControlCommand,75059,5000,4000,59,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C01_M02,738,True,CMD_PLC_C01_M02_A3_C01_M02,1375,16,ControlCommand,75738,5000,4000,738,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C01_M03,166,True,CMD_PLC_C01_M03_A1_C01_M03,1375,16,ControlCommand,75166,5000,4000,166,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C01_M03,49,True,CMD_PLC_C01_M03_A2_C01_M03,1375,16,ControlCommand,75049,5000,4000,49,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C01_M03,834,True,CMD_PLC_C01_M03_A3_C01_M03,1375,16,ControlCommand,75834,5000,4000,834,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C01_M03,245,True,CMD_PLC_C01_M03_A4_C01_M03,1375,16,ControlCommand,75245,5000,4000,245,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C02_M01,157,True,CMD_PLC_C02_M01_A1_C02_M01,1375,16,ControlCommand,75157,5000,4000,157,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C02_M01,933,True,CMD_PLC_C02_M01_A2_C02_M01,1375,16,ControlCommand,75933,5000,4000,933,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C02_M01,494,True,CMD_PLC_C02_M01_A3_C02_M01,1375,16,ControlCommand,75494,5000,4000,494,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C02_M01,223,True,CMD_PLC_C02_M01_A4_C02_M01,1375,16,ControlCommand,75223,5000,4000,223,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C02_M02,979,True,CMD_PLC_C02_M02_A1_C02_M02,1375,16,ControlCommand,75979,5000,4000,979,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C02_M02,838,True,CMD_PLC_C02_M02_A2_C02_M02,1375,16,ControlCommand,75838,5000,4000,838,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C02_M02,949,True,CMD_PLC_C02_M02_A3_C02_M02,1375,16,ControlCommand,75949,5000,4000,949,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C02_M02,566,True,CMD_PLC_C02_M02_A4_C02_M02,1375,16,ControlCommand,75566,5000,4000,566,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C02_M03,985,True,CMD_PLC_C02_M03_A2_C02_M03,1375,16,ControlCommand,75985,5000,4000,985,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C02_M03,857,True,CMD_PLC_C02_M03_A3_C02_M03,1375,16,ControlCommand,75857,5000,4000,857,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C02_M03,528,True,CMD_PLC_C02_M03_A4_C02_M03,1375,16,ControlCommand,75528,5000,4000,528,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C03_M01,606,True,CMD_PLC_C03_M01_A1_C03_M01,1375,16,ControlCommand,75606,5000,4000,606,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C03_M01,189,True,CMD_PLC_C03_M01_A2_C03_M01,1375,16,ControlCommand,75189,5000,4000,189,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C03_M01,137,True,CMD_PLC_C03_M01_A3_C03_M01,1375,16,ControlCommand,75137,5000,4000,137,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C03_M01,547,True,CMD_PLC_C03_M01_A4_C03_M01,1375,16,ControlCommand,75547,5000,4000,547,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C03_M02,756,True,CMD_PLC_C03_M02_A1_C03_M02,1375,16,ControlCommand,75756,5000,4000,756,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C03_M02,542,True,CMD_PLC_C03_M02_A2_C03_M02,1375,16,ControlCommand,75542,5000,4000,542,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C03_M02,181,True,CMD_PLC_C03_M02_A3_C03_M02,1375,16,ControlCommand,75181,5000,4000,181,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C03_M02,113,True,CMD_PLC_C03_M02_A4_C03_M02,1375,16,ControlCommand,75113,5000,4000,113,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C03_M03,879,True,CMD_PLC_C03_M03_A1_C03_M03,1375,16,ControlCommand,75879,5000,4000,879,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C03_M03,39,True,CMD_PLC_C03_M03_A3_C03_M03,1375,16,ControlCommand,75039,5000,4000,39,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C04_M01,34,True,CMD_PLC_C04_M01_A1_C04_M01,1375,16,ControlCommand,75034,5000,4000,34,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C04_M01,276,True,CMD_PLC_C04_M01_A2_C04_M01,1375,16,ControlCommand,75276,5000,4000,276,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C04_M01,755,True,CMD_PLC_C04_M01_A3_C04_M01,1375,16,ControlCommand,75755,5000,4000,755,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C04_M01,447,True,CMD_PLC_C04_M01_A4_C04_M01,1375,16,ControlCommand,75447,5000,4000,447,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C04_M02,324,True,CMD_PLC_C04_M02_A1_C04_M02,1375,16,ControlCommand,75324,5000,4000,324,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C04_M02,843,True,CMD_PLC_C04_M02_A2_C04_M02,1375,16,ControlCommand,75843,5000,4000,843,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C04_M02,142,True,CMD_PLC_C04_M02_A3_C04_M02,1375,16,ControlCommand,75142,5000,4000,142,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C04_M02,743,True,CMD_PLC_C04_M02_A4_C04_M02,1375,16,ControlCommand,75743,5000,4000,743,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C04_M03,960,True,CMD_PLC_C04_M03_A1_C04_M03,1375,16,ControlCommand,75960,5000,4000,960,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C04_M03,130,True,CMD_PLC_C04_M03_A2_C04_M03,1375,16,ControlCommand,75130,5000,4000,130,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C04_M03,99,True,CMD_PLC_C04_M03_A3_C04_M03,1375,16,ControlCommand,75099,5000,4000,99,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C04_M03,723,True,CMD_PLC_C04_M03_A4_C04_M03,1375,16,ControlCommand,75723,5000,4000,723,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C05_M01,679,True,CMD_PLC_C05_M01_A1_C05_M01,1375,16,ControlCommand,75679,5000,4000,679,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C05_M01,813,True,CMD_PLC_C05_M01_A2_C05_M01,1375,16,ControlCommand,75813,5000,4000,813,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C05_M01,317,True,CMD_PLC_C05_M01_A3_C05_M01,1375,16,ControlCommand,75317,5000,4000,317,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C05_M01,876,True,CMD_PLC_C05_M01_A4_C05_M01,1375,16,ControlCommand,75876,5000,4000,876,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C05_M02,154,True,CMD_PLC_C05_M02_A1_C05_M02,1375,16,ControlCommand,75154,5000,4000,154,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C05_M02,738,True,CMD_PLC_C05_M02_A2_C05_M02,1375,16,ControlCommand,75738,5000,4000,738,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C05_M02,886,True,CMD_PLC_C05_M02_A3_C05_M02,1375,16,ControlCommand,75886,5000,4000,886,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C05_M02,434,True,CMD_PLC_C05_M02_A4_C05_M02,1375,16,ControlCommand,75434,5000,4000,434,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C05_M03,318,True,CMD_PLC_C05_M03_A1_C05_M03,1375,16,ControlCommand,75318,5000,4000,318,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C05_M03,961,True,CMD_PLC_C05_M03_A2_C05_M03,1375,16,ControlCommand,75961,5000,4000,961,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C05_M03,677,True,CMD_PLC_C05_M03_A3_C05_M03,1375,16,ControlCommand,75677,5000,4000,677,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C05_M03,653,True,CMD_PLC_C05_M03_A4_C05_M03,1375,16,ControlCommand,75653,5000,4000,653,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C06_M01,11,True,CMD_PLC_C06_M01_A1_C06_M01,1375,16,ControlCommand,75011,5000,4000,11,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C06_M01,185,True,CMD_PLC_C06_M01_A2_C06_M01,1375,16,ControlCommand,75185,5000,4000,185,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C06_M01,994,True,CMD_PLC_C06_M01_A3_C06_M01,1375,16,ControlCommand,75994,5000,4000,994,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C06_M01,489,True,CMD_PLC_C06_M01_A4_C06_M01,1375,16,ControlCommand,75489,5000,4000,489,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C06_M02,594,True,CMD_PLC_C06_M02_A1_C06_M02,1375,16,ControlCommand,75594,5000,4000,594,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C06_M02,595,True,CMD_PLC_C06_M02_A2_C06_M02,1375,16,ControlCommand,75595,5000,4000,595,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C06_M02,985,True,CMD_PLC_C06_M02_A3_C06_M02,1375,16,ControlCommand,75985,5000,4000,985,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C06_M02,979,True,CMD_PLC_C06_M02_A4_C06_M02,1375,16,ControlCommand,75979,5000,4000,979,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C06_M03,85,True,CMD_PLC_C06_M03_A1_C06_M03,1375,16,ControlCommand,75085,5000,4000,85,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C06_M03,386,True,CMD_PLC_C06_M03_A2_C06_M03,1375,16,ControlCommand,75386,5000,4000,386,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C06_M03,964,True,CMD_PLC_C06_M03_A3_C06_M03,1375,16,ControlCommand,75964,5000,4000,964,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C06_M03,825,True,CMD_PLC_C06_M03_A4_C06_M03,1375,16,ControlCommand,75825,5000,4000,825,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C07_M01,687,True,CMD_PLC_C07_M01_A1_C07_M01,1375,16,ControlCommand,75687,5000,4000,687,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C07_M01,975,True,CMD_PLC_C07_M01_A2_C07_M01,1375,16,ControlCommand,75975,5000,4000,975,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C07_M01,843,True,CMD_PLC_C07_M01_A3_C07_M01,1375,16,ControlCommand,75843,5000,4000,843,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C07_M01,295,True,CMD_PLC_C07_M01_A4_C07_M01,1375,16,ControlCommand,75295,5000,4000,295,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C07_M02,175,True,CMD_PLC_C07_M02_A1_C07_M02,1375,16,ControlCommand,75175,5000,4000,175,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C07_M02,309,True,CMD_PLC_C07_M02_A3_C07_M02,1375,16,ControlCommand,75309,5000,4000,309,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C07_M02,399,True,CMD_PLC_C07_M02_A4_C07_M02,1375,16,ControlCommand,75399,5000,4000,399,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C07_M03,761,True,CMD_PLC_C07_M03_A1_C07_M03,1375,16,ControlCommand,75761,5000,4000,761,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C07_M03,581,True,CMD_PLC_C07_M03_A2_C07_M03,1375,16,ControlCommand,75581,5000,4000,581,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C07_M03,1,True,CMD_PLC_C07_M03_A3_C07_M03,1375,16,ControlCommand,75001,5000,4000,1,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C07_M03,402,True,CMD_PLC_C07_M03_A4_C07_M03,1375,16,ControlCommand,75402,5000,4000,402,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C08_M01,579,True,CMD_PLC_C08_M01_A1_C08_M01,1375,16,ControlCommand,75579,5000,4000,579,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C08_M01,248,True,CMD_PLC_C08_M01_A2_C08_M01,1375,16,ControlCommand,75248,5000,4000,248,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C08_M01,922,True,CMD_PLC_C08_M01_A3_C08_M01,1375,16,ControlCommand,75922,5000,4000,922,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C08_M01,372,True,CMD_PLC_C08_M01_A4_C08_M01,1375,16,ControlCommand,75372,5000,4000,372,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C08_M02,911,True,CMD_PLC_C08_M02_A1_C08_M02,1375,16,ControlCommand,75911,5000,4000,911,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C08_M02,153,True,CMD_PLC_C08_M02_A2_C08_M02,1375,16,ControlCommand,75153,5000,4000,153,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C08_M02,704,True,CMD_PLC_C08_M02_A3_C08_M02,1375,16,ControlCommand,75704,5000,4000,704,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C08_M02,535,True,CMD_PLC_C08_M02_A4_C08_M02,1375,16,ControlCommand,75535,5000,4000,535,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C08_M03,300,True,CMD_PLC_C08_M03_A1_C08_M03,1375,16,ControlCommand,75300,5000,4000,300,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C08_M03,30,True,CMD_PLC_C08_M03_A2_C08_M03,1375,16,ControlCommand,75030,5000,4000,30,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C08_M03,330,True,CMD_PLC_C08_M03_A3_C08_M03,1375,16,ControlCommand,75330,5000,4000,330,M,M_REDSTAR,False,REDSTAR,11
D095,PLC_C08_M03,847,True,CMD_PLC_C08_M03_A4_C08_M03,1375,16,ControlCommand,75847,5000,4000,847,M,M_REDSTAR,False,REDSTAR,11
D095,CC_C01,908,True,COORD_CC_C01_PLC_C01_M01,3250,2,MachineCoordination,40908,40000,30000,908,M,M_REDSTAR,False,REDSTAR,26
D095,CC_C01,427,True,COORD_CC_C01_PLC_C01_M02,3250,2,MachineCoordination,40427,40000,30000,427,M,M_REDSTAR,False,REDSTAR,26
D095,CC_C01,2569,True,COORD_CC_C01_PLC_C01_M03,3250,2,MachineCoordination,42569,40000,30000,2569,M,M_REDSTAR,False,REDSTAR,26
D095,CC_C02,3177,True,COORD_CC_C02_PLC_C02_M01,3250,2,MachineCoordination,43177,40000,30000,3177,M,M_REDSTAR,False,REDSTAR,26
D095,CC_C02,3126,True,COORD_CC_C02_PLC_C02_M02,3250,2,MachineCoordination,43126,40000,30000,3126,M,M_REDSTAR,False,REDSTAR,26
D095,CC_C02,4531,True,COORD_CC_C02_PLC_C02_M03,3250,2,MachineCoordination,44531,40000,30000,4531,M,M_REDSTAR,False,REDSTAR,26
D095,CC_C03,6518,True,COORD_CC_C03_PLC_C03_M01,3250,2,MachineCoordination,46518,40000,30000,6518,M,M_REDSTAR,False,REDSTAR,26
D095,CC_C03,2158,True,COORD_CC_C03_PLC_C03_M02,3250,2,MachineCoordination,42158,40000,30000,2158,M,M_REDSTAR,False,REDSTAR,26
D095,CC_C03,6652,True,COORD_CC_C03_PLC_C03_M03,3250,2,MachineCoordination,46652,40000,30000,6652,M,M_REDSTAR,False,REDSTAR,26
D095,CC_C04,945,True,COORD_CC_C04_PLC_C04_M01,3250,2,MachineCoordination,40945,40000,30000,945,M,M_REDSTAR,False,REDSTAR,26
D095,CC_C04,2224,True,COORD_CC_C04_PLC_C04_M02,3250,2,MachineCoordination,42224,40000,30000,2224,M,M_REDSTAR,False,REDSTAR,26
D095,CC_C04,1397,True,COORD_CC_C04_PLC_C04_M03,3250,2,MachineCoordination,41397,40000,30000,1397,M,M_REDSTAR,False,REDSTAR,26
D095,CC_C05,7603,True,COORD_CC_C05_PLC_C05_M01,3250,2,MachineCoordination,47603,40000,30000,7603,M,M_REDSTAR,False,REDSTAR,26
D095,CC_C05,4229,True,COORD_CC_C05_PLC_C05_M03,3250,2,MachineCoordination,44229,40000,30000,4229,M,M_REDSTAR,False,REDSTAR,26
D095,CC_C06,7838,True,COORD_CC_C06_PLC_C06_M01,3250,2,MachineCoordination,47838,40000,30000,7838,M,M_REDSTAR,False,REDSTAR,26
D095,CC_C06,1006,True,COORD_CC_C06_PLC_C06_M02,3250,2,MachineCoordination,41006,40000,30000,1006,M,M_REDSTAR,False,REDSTAR,26
D095,CC_C06,7395,True,COORD_CC_C06_PLC_C06_M03,3250,2,MachineCoordination,47395,40000,30000,7395,M,M_REDSTAR,False,REDSTAR,26
D095,CC_C07,455,True,COORD_CC_C07_PLC_C07_M01,3250,2,MachineCoordination,40455,40000,30000,455,M,M_REDSTAR,False,REDSTAR,26
D095,CC_C07,2480,True,COORD_CC_C07_PLC_C07_M02,3250,2,MachineCoordination,42480,40000,30000,2480,M,M_REDSTAR,False,REDSTAR,26
D095,CC_C07,3959,True,COORD_CC_C07_PLC_C07_M03,3250,2,MachineCoordination,43959,40000,30000,3959,M,M_REDSTAR,False,REDSTAR,26
D095,CC_C08,5725,True,COORD_CC_C08_PLC_C08_M02,3250,2,MachineCoordination,45725,40000,30000,5725,M,M_REDSTAR,False,REDSTAR,26
D095,CC_C08,865,True,COORD_CC_C08_PLC_C08_M03,3250,2,MachineCoordination,40865,40000,30000,865,M,M_REDSTAR,False,REDSTAR,26
D095,CC_C01,4715,True,IC_NEXT_CC_C01,5875,1,InterCellNext,4715,80000,60000,4715,M,M_REDSTAR,False,REDSTAR,47
D095,CC_C02,3301,True,IC_NEXT_CC_C02,5875,1,InterCellNext,3301,80000,60000,3301,M,M_REDSTAR,False,REDSTAR,47
D095,CC_C03,10625,True,IC_NEXT_CC_C03,5875,1,InterCellNext,10625,80000,60000,10625,M,M_REDSTAR,False,REDSTAR,47
D095,CC_C04,13065,True,IC_NEXT_CC_C04,5875,1,InterCellNext,13065,80000,60000,13065,M,M_REDSTAR,False,REDSTAR,47
D095,CC_C05,3536,True,IC_NEXT_CC_C05,5875,1,InterCellNext,3536,80000,60000,3536,M,M_REDSTAR,False,REDSTAR,47
D095,CC_C07,10830,True,IC_NEXT_CC_C07,5875,1,InterCellNext,10830,80000,60000,10830,M,M_REDSTAR,False,REDSTAR,47
D095,CC_C08,14990,True,IC_NEXT_CC_C08,5875,1,InterCellNext,14990,80000,60000,14990,M,M_REDSTAR,False,REDSTAR,47
D095,CC_C01,11857,True,IC_PREV_CC_C01,5875,1,InterCellPrevious,11857,80000,60000,11857,M,M_REDSTAR,False,REDSTAR,47
D095,CC_C02,15844,True,IC_PREV_CC_C02,5875,1,InterCellPrevious,15844,80000,60000,15844,M,M_REDSTAR,False,REDSTAR,47
D095,CC_C03,6483,True,IC_PREV_CC_C03,5875,1,InterCellPrevious,6483,80000,60000,6483,M,M_REDSTAR,False,REDSTAR,47
D095,CC_C04,2343,True,IC_PREV_CC_C04,5875,1,InterCellPrevious,2343,80000,60000,2343,M,M_REDSTAR,False,REDSTAR,47
D095,CC_C05,9175,True,IC_PREV_CC_C05,5875,1,InterCellPrevious,9175,80000,60000,9175,M,M_REDSTAR,False,REDSTAR,47
D095,CC_C06,3162,True,IC_PREV_CC_C06,5875,1,InterCellPrevious,3162,80000,60000,3162,M,M_REDSTAR,False,REDSTAR,47
D095,CC_C08,207,True,IC_PREV_CC_C08,5875,1,InterCellPrevious,207,80000,60000,207,M,M_REDSTAR,False,REDSTAR,47
D095,S1_C01_M01,406,True,SC_S1_C01_M01,2000,4,SensorCyclic,60406,20000,15000,406,M,M_REDSTAR,False,REDSTAR,16
