backend,candidate_route_count,complete_instances,cross_cell,deadline_ns,destination,expected_instances,flow_completion_class,flow_id,flow_kind,input_rank,input_rank_percentile,missing_instances,partial_instances,payload_bytes,period_ns,release_ns,scale,source,topology
CELF,2,16,False,400000,PLC_C04_M01,16,FULLY_SCHEDULED,SF_S4_C04_M01,SensorFast,313,0.8917378917378918,0,0,64,500000,40200,M,S4_C04_M01,REDSTAR
CELF,2,16,False,400000,PLC_C04_M02,16,FULLY_SCHEDULED,SF_S4_C04_M02,SensorFast,314,0.8945868945868946,0,0,64,500000,95400,M,S4_C04_M02,REDSTAR
CELF,2,16,False,400000,PLC_C04_M03,16,FULLY_SCHEDULED,SF_S4_C04_M03,SensorFast,315,0.8974358974358975,0,0,64,500000,45000,M,S4_C04_M03,REDSTAR
CELF,2,16,False,400000,PLC_C05_M01,16,FULLY_SCHEDULED,SF_S4_C05_M01,SensorFast,316,0.9002849002849003,0,0,64,500000,70700,M,S4_C05_M01,REDSTAR
CELF,2,16,False,400000,PLC_C05_M02,16,FULLY_SCHEDULED,SF_S4_C05_M02,SensorFast,317,0.9031339031339032,0,0,64,500000,63800,M,S4_C05_M02,REDSTAR
CELF,2,16,False,400000,PLC_C05_M03,16,FULLY_SCHEDULED,SF_S4_C05_M03,SensorFast,318,0.905982905982906,0,0,64,500000,14600,M,S4_C05_M03,REDSTAR
CELF,2,16,False,400000,PLC_C06_M01,16,FULLY_SCHEDULED,SF_S4_C06_M01,SensorFast,319,0.9088319088319088,0,0,64,500000,41100,M,S4_C06_M01,REDSTAR
CELF,2,16,False,400000,PLC_C06_M02,16,FULLY_SCHEDULED,SF_S4_C06_M02,SensorFast,320,0.9116809116809117,0,0,64,500000,53200,M,S4_C06_M02,REDSTAR
CELF,2,16,False,400000,PLC_C06_M03,16,FULLY_SCHEDULED,SF_S4_C06_M03,SensorFast,321,0.9145299145299145,0,0,64,500000,77800,M,S4_C06_M03,REDSTAR
CELF,2,16,False,400000,PLC_C07_M01,16,FULLY_SCHEDULED,SF_S4_C07_M01,SensorFast,322,0.9173789173789174,0,0,64,500000,87200,M,S4_C07_M01,REDSTAR
CELF,2,16,False,400000,PLC_C07_M02,16,FULLY_SCHEDULED,SF_S4_C07_M02,SensorFast,323,0.9202279202279202,0,0,64,500000,83400,M,S4_C07_M02,REDSTAR
CELF,2,16,False,400000,PLC_C07_M03,16,FULLY_SCHEDULED,SF_S4_C07_M03,SensorFast,324,0.9230769230769231,0,0,64,500000,52200,M,S4_C07_M03,REDSTAR
CELF,2,16,False,400000,PLC_C08_M01,16,FULLY_SCHEDULED,SF_S4_C08_M01,SensorFast,325,0.9259259259259259,0,0,64,500000,19300,M,S4_C08_M01,REDSTAR
CELF,2,16,False,400000,PLC_C08_M02,16,FULLY_SCHEDULED,SF_S4_C08_M02,SensorFast,326,0.9287749287749287,0,0,64,500000,36100,M,S4_C08_M02,REDSTAR
CELF,2,16,False,400000,PLC_C08_M03,16,FULLY_SCHEDULED,SF_S4_C08_M03,SensorFast,327,0.9316239316239316,0,0,64,500000,9300,M,S4_C08_M03,REDSTAR
CELF,2,4,False,1500000,CC_C01,4,FULLY_SCHEDULED,STAT_PLC_C01_M01,MachineStatus,328,0.9344729344729344,0,0,256,2000000,149000,M,PLC_C01_M01,REDSTAR
CELF,2,4,False,1500000,CC_C01,4,FULLY_SCHEDULED,STAT_PLC_C01_M02,MachineStatus,329,0.9373219373219374,0,0,256,2000000,251800,M,PLC_C01_M02,REDSTAR
CELF,2,4,False,1500000,CC_C01,4,FULLY_SCHEDULED,STAT_PLC_C01_M03,MachineStatus,330,0.9401709401709402,0,0,256,2000000,209500,M,PLC_C01_M03,REDSTAR
CELF,2,4,False,1500000,CC_C02,4,FULLY_SCHEDULED,STAT_PLC_C02_M01,MachineStatus,331,0.9430199430199431,0,0,256,2000000,195000,M,PLC_C02_M01,REDSTAR
CELF,2,4,False,1500000,CC_C02,4,FULLY_SCHEDULED,STAT_PLC_C02_M02,MachineStatus,332,0.9458689458689459,0,0,256,2000000,233400,M,PLC_C02_M02,REDSTAR
CELF,2,4,False,1500000,CC_C02,4,FULLY_SCHEDULED,STAT_PLC_C02_M03,MachineStatus,333,0.9487179487179487,0,0,256,2000000,215200,M,PLC_C02_M03,REDSTAR
CELF,2,4,False,1500000,CC_C03,4,FULLY_SCHEDULED,STAT_PLC_C03_M01,MachineStatus,334,0.9515669515669516,0,0,256,2000000,44300,M,PLC_C03_M01,REDSTAR
CELF,2,4,False,1500000,CC_C03,4,FULLY_SCHEDULED,STAT_PLC_C03_M02,MachineStatus,335,0.9544159544159544,0,0,256,2000000,88700,M,PLC_C03_M02,REDSTAR
CELF,2,4,False,1500000,CC_C03,4,FULLY_SCHEDULED,STAT_PLC_C03_M03,MachineStatus,336,0.9572649572649573,0,0,256,2000000,31700,M,PLC_C03_M03,REDSTAR
CELF,2,4,False,1500000,CC_C04,4,FULLY_SCHEDULED,STAT_PLC_C04_M01,MachineStatus,337,0.9601139601139601,0,0,256,2000000,120700,M,PLC_C04_M01,REDSTAR
CELF,2,4,False,1500000,CC_C04,4,FULLY_SCHEDULED,STAT_PLC_C04_M02,MachineStatus,338,0.9629629629629629,0,0,256,2000000,110000,M,PLC_C04_M02,REDSTAR
CELF,2,4,False,1500000,CC_C04,4,FULLY_SCHEDULED,STAT_PLC_C04_M03,MachineStatus,339,0.9658119658119658,0,0,256,2000000,208200,M,PLC_C04_M03,REDSTAR
CELF,2,4,False,1500000,CC_C05,4,FULLY_SCHEDULED,STAT_PLC_C05_M01,MachineStatus,340,0.9686609686609686,0,0,256,2000000,335100,M,PLC_C05_M01,REDSTAR
CELF,2,4,False,1500000,CC_C05,4,FULLY_SCHEDULED,STAT_PLC_C05_M02,MachineStatus,341,0.9715099715099715,0,0,256,2000000,270000,M,PLC_C05_M02,REDSTAR
CELF,2,4,False,1500000,CC_C05,4,FULLY_SCHEDULED,STAT_PLC_C05_M03,MachineStatus,342,0.9743589743589743,0,0,256,2000000,204900,M,PLC_C05_M03,REDSTAR
CELF,2,4,False,1500000,CC_C06,4,FULLY_SCHEDULED,STAT_PLC_C06_M01,MachineStatus,343,0.9772079772079773,0,0,256,2000000,76900,M,PLC_C06_M01,REDSTAR
CELF,2,4,False,1500000,CC_C06,4,FULLY_SCHEDULED,STAT_PLC_C06_M02,MachineStatus,344,0.98005698005698,0,0,256,2000000,333500,M,PLC_C06_M02,REDSTAR
CELF,2,4,False,1500000,CC_C06,4,FULLY_SCHEDULED,STAT_PLC_C06_M03,MachineStatus,345,0.9829059829059829,0,0,256,2000000,338100,M,PLC_C06_M03,REDSTAR
CELF,2,4,False,1500000,CC_C07,4,FULLY_SCHEDULED,STAT_PLC_C07_M01,MachineStatus,346,0.9857549857549858,0,0,256,2000000,232000,M,PLC_C07_M01,REDSTAR
CELF,2,4,False,1500000,CC_C07,4,FULLY_SCHEDULED,STAT_PLC_C07_M02,MachineStatus,347,0.9886039886039886,0,0,256,2000000,326900,M,PLC_C07_M02,REDSTAR
CELF,2,4,False,1500000,CC_C07,4,FULLY_SCHEDULED,STAT_PLC_C07_M03,MachineStatus,348,0.9914529914529915,0,0,256,2000000,387400,M,PLC_C07_M03,REDSTAR
CELF,2,4,False,1500000,CC_C08,4,FULLY_SCHEDULED,STAT_PLC_C08_M01,MachineStatus,349,0.9943019943019943,0,0,256,2000000,351600,M,PLC_C08_M01,REDSTAR
CELF,2,4,False,1500000,CC_C08,4,FULLY_SCHEDULED,STAT_PLC_C08_M02,MachineStatus,350,0.9971509971509972,0,0,256,2000000,7000,M,PLC_C08_M02,REDSTAR
CELF,2,4,False,1500000,CC_C08,4,FULLY_SCHEDULED,STAT_PLC_C08_M03,MachineStatus,351,1.0,0,0,256,2000000,299400,M,PLC_C08_M03,REDSTAR
H2S,2,16,False,400000,A1_C01_M01,16,FULLY_SCHEDULED,CMD_PLC_C01_M01_A1_C01_M01,ControlCommand,0,0.0,0,0,64,500000,65900,M,PLC_C01_M01,ROR
H2S,2,16,False,400000,A2_C01_M01,16,FULLY_SCHEDULED,CMD_PLC_C01_M01_A2_C01_M01,ControlCommand,1,0.002849002849002849,0,0,64,500000,51400,M,PLC_C01_M01,ROR
H2S,2,16,False,400000,A3_C01_M01,16,FULLY_SCHEDULED,CMD_PLC_C01_M01_A3_C01_M01,ControlCommand,2,0.005698005698005698,0,0,64,500000,18100,M,PLC_C01_M01,ROR
H2S,2,16,False,400000,A4_C01_M01,16,FULLY_SCHEDULED,CMD_PLC_C01_M01_A4_C01_M01,ControlCommand,3,0.008547008547008548,0,0,64,500000,94500,M,PLC_C01_M01,ROR
H2S,2,16,False,400000,A1_C01_M02,16,FULLY_SCHEDULED,CMD_PLC_C01_M02_A1_C01_M02,ControlCommand,4,0.011396011396011397,0,0,64,500000,96800,M,PLC_C01_M02,ROR
H2S,2,16,False,400000,A2_C01_M02,16,FULLY_SCHEDULED,CMD_PLC_C01_M02_A2_C01_M02,ControlCommand,5,0.014245014245014245,0,0,64,500000,5900,M,PLC_C01_M02,ROR
H2S,2,16,False,400000,A3_C01_M02,16,FULLY_SCHEDULED,CMD_PLC_C01_M02_A3_C01_M02,ControlCommand,6,0.017094017094017096,0,0,64,500000,73800,M,PLC_C01_M02,ROR
H2S,2,16,False,400000,A4_C01_M02,16,FULLY_SCHEDULED,CMD_PLC_C01_M02_A4_C01_M02,ControlCommand,7,0.019943019943019943,0,0,64,500000,54000,M,PLC_C01_M02,ROR
H2S,2,16,False,400000,A1_C01_M03,16,FULLY_SCHEDULED,CMD_PLC_C01_M03_A1_C01_M03,ControlCommand,8,0.022792022792022793,0,0,64,500000,16600,M,PLC_C01_M03,ROR
H2S,2,16,False,400000,A2_C01_M03,16,FULLY_SCHEDULED,CMD_PLC_C01_M03_A2_C01_M03,ControlCommand,9,0.02564102564102564,0,0,64,500000,4900,M,PLC_C01_M03,ROR
H2S,2,16,False,400000,A3_C01_M03,16,FULLY_SCHEDULED,CMD_PLC_C01_M03_A3_C01_M03,ControlCommand,10,0.02849002849002849,0,0,64,500000,83400,M,PLC_C01_M03,ROR
H2S,2,16,False,400000,A4_C01_M03,16,FULLY_SCHEDULED,CMD_PLC_C01_M03_A4_C01_M03,ControlCommand,11,0.03133903133903134,0,0,64,500000,24500,M,PLC_C01_M03,ROR
H2S,2,16,False,400000,A1_C02_M01,16,FULLY_SCHEDULED,CMD_PLC_C02_M01_A1_C02_M01,ControlCommand,12,0.03418803418803419,0,0,64,500000,15700,M,PLC_C02_M01,ROR
H2S,2,16,False,400000,A2_C02_M01,16,FULLY_SCHEDULED,CMD_PLC_C02_M01_A2_C02_M01,ControlCommand,13,0.037037037037037035,0,0,64,500000,93300,M,PLC_C02_M01,ROR
H2S,2,16,False,400000,A3_C02_M01,16,FULLY_SCHEDULED,CMD_PLC_C02_M01_A3_C02_M01,ControlCommand,14,0.039886039886039885,0,0,64,500000,49400,M,PLC_C02_M01,ROR
H2S,2,16,False,400000,A4_C02_M01,16,FULLY_SCHEDULED,CMD_PLC_C02_M01_A4_C02_M01,ControlCommand,15,0.042735042735042736,0,0,64,500000,22300,M,PLC_C02_M01,ROR
H2S,2,16,False,400000,A1_C02_M02,16,FULLY_SCHEDULED,CMD_PLC_C02_M02_A1_C02_M02,ControlCommand,16,0.045584045584045586,0,0,64,500000,97900,M,PLC_C02_M02,ROR
H2S,2,16,False,400000,A2_C02_M02,16,FULLY_SCHEDULED,CMD_PLC_C02_M02_A2_C02_M02,ControlCommand,17,0.04843304843304843,0,0,64,500000,83800,M,PLC_C02_M02,ROR
H2S,2,16,False,400000,A3_C02_M02,16,FULLY_SCHEDULED,CMD_PLC_C02_M02_A3_C02_M02,ControlCommand,18,0.05128205128205128,0,0,64,500000,94900,M,PLC_C02_M02,ROR
H2S,2,16,False,400000,A4_C02_M02,16,FULLY_SCHEDULED,CMD_PLC_C02_M02_A4_C02_M02,ControlCommand,19,0.05413105413105413,0,0,64,500000,56600,M,PLC_C02_M02,ROR
H2S,2,16,False,400000,A1_C02_M03,16,FULLY_SCHEDULED,CMD_PLC_C02_M03_A1_C02_M03,ControlCommand,20,0.05698005698005698,0,0,64,500000,13300,M,PLC_C02_M03,ROR
H2S,2,16,False,400000,A2_C02_M03,16,FULLY_SCHEDULED,CMD_PLC_C02_M03_A2_C02_M03,ControlCommand,21,0.05982905982905983,0,0,64,500000,98500,M,PLC_C02_M03,ROR
H2S,2,16,False,400000,A3_C02_M03,16,FULLY_SCHEDULED,CMD_PLC_C02_M03_A3_C02_M03,ControlCommand,22,0.06267806267806268,0,0,64,500000,85700,M,PLC_C02_M03,ROR
H2S,2,16,False,400000,A4_C02_M03,16,FULLY_SCHEDULED,CMD_PLC_C02_M03_A4_C02_M03,ControlCommand,23,0.06552706552706553,0,0,64,500000,52800,M,PLC_C02_M03,ROR
H2S,2,16,False,400000,A1_C03_M01,16,FULLY_SCHEDULED,CMD_PLC_C03_M01_A1_C03_M01,ControlCommand,24,0.06837606837606838,0,0,64,500000,60600,M,PLC_C03_M01,ROR
H2S,2,16,False,400000,A2_C03_M01,16,FULLY_SCHEDULED,CMD_PLC_C03_M01_A2_C03_M01,ControlCommand,25,0.07122507122507123,0,0,64,500000,18900,M,PLC_C03_M01,ROR
H2S,2,16,False,400000,A3_C03_M01,16,FULLY_SCHEDULED,CMD_PLC_C03_M01_A3_C03_M01,ControlCommand,26,0.07407407407407407,0,0,64,500000,13700,M,PLC_C03_M01,ROR
H2S,2,16,False,400000,A4_C03_M01,16,FULLY_SCHEDULED,CMD_PLC_C03_M01_A4_C03_M01,ControlCommand,27,0.07692307692307693,0,0,64,500000,54700,M,PLC_C03_M01,ROR
H2S,2,16,False,400000,A1_C03_M02,16,FULLY_SCHEDULED,CMD_PLC_C03_M02_A1_C03_M02,ControlCommand,28,0.07977207977207977,0,0,64,500000,75600,M,PLC_C03_M02,ROR
H2S,2,16,False,400000,A2_C03_M02,16,FULLY_SCHEDULED,CMD_PLC_C03_M02_A2_C03_M02,ControlCommand,29,0.08262108262108261,0,0,64,500000,54200,M,PLC_C03_M02,ROR
H2S,2,16,False,400000,A3_C03_M02,16,FULLY_SCHEDULED,CMD_PLC_C03_M02_A3_C03_M02,ControlCommand,30,0.08547008547008547,0,0,64,500000,18100,M,PLC_C03_M02,ROR
H2S,2,16,False,400000,A4_C03_M02,16,FULLY_SCHEDULED,CMD_PLC_C03_M02_A4_C03_M02,ControlCommand,31,0.08831908831908832,0,0,64,500000,11300,M,PLC_C03_M02,ROR
H2S,2,16,False,400000,A1_C03_M03,16,FULLY_SCHEDULED,CMD_PLC_C03_M03_A1_C03_M03,ControlCommand,32,0.09116809116809117,0,0,64,500000,87900,M,PLC_C03_M03,ROR
H2S,2,16,False,400000,A2_C03_M03,16,FULLY_SCHEDULED,CMD_PLC_C03_M03_A2_C03_M03,ControlCommand,33,0.09401709401709402,0,0,64,500000,45300,M,PLC_C03_M03,ROR
H2S,2,16,False,400000,A3_C03_M03,16,FULLY_SCHEDULED,CMD_PLC_C03_M03_A3_C03_M03,ControlCommand,34,0.09686609686609686,0,0,64,500000,3900,M,PLC_C03_M03,ROR
H2S,2,16,False,400000,A4_C03_M03,16,FULLY_SCHEDULED,CMD_PLC_C03_M03_A4_C03_M03,ControlCommand,35,0.09971509971509972,0,0,64,500000,83800,M,PLC_C03_M03,ROR
H2S,2,16,False,400000,A1_C04_M01,16,FULLY_SCHEDULED,CMD_PLC_C04_M01_A1_C04_M01,ControlCommand,36,0.10256410256410256,0,0,64,500000,3400,M,PLC_C04_M01,ROR
H2S,2,16,False,400000,A2_C04_M01,16,FULLY_SCHEDULED,CMD_PLC_C04_M01_A2_C04_M01,ControlCommand,37,0.10541310541310542,0,0,64,500000,27600,M,PLC_C04_M01,ROR
H2S,2,16,False,400000,A3_C04_M01,16,FULLY_SCHEDULED,CMD_PLC_C04_M01_A3_C04_M01,ControlCommand,38,0.10826210826210826,0,0,64,500000,75500,M,PLC_C04_M01,ROR
H2S,2,16,False,400000,A4_C04_M01,16,FULLY_SCHEDULED,CMD_PLC_C04_M01_A4_C04_M01,ControlCommand,39,0.1111111111111111,0,0,64,500000,44700,M,PLC_C04_M01,ROR
H2S,2,16,False,400000,A1_C04_M02,16,FULLY_SCHEDULED,CMD_PLC_C04_M02_A1_C04_M02,ControlCommand,40,0.11396011396011396,0,0,64,500000,32400,M,PLC_C04_M02,ROR
H2S,2,16,False,400000,A2_C04_M02,16,FULLY_SCHEDULED,CMD_PLC_C04_M02_A2_C04_M02,ControlCommand,41,0.1168091168091168,0,0,64,500000,84300,M,PLC_C04_M02,ROR
H2S,2,16,False,400000,A3_C04_M02,16,FULLY_SCHEDULED,CMD_PLC_C04_M02_A3_C04_M02,ControlCommand,42,0.11965811965811966,0,0,64,500000,14200,M,PLC_C04_M02,ROR
H2S,2,16,False,400000,A4_C04_M02,16,FULLY_SCHEDULED,CMD_PLC_C04_M02_A4_C04_M02,ControlCommand,43,0.1225071225071225,0,0,64,500000,74300,M,PLC_C04_M02,ROR
H2S,2,16,False,400000,A1_C04_M03,16,FULLY_SCHEDULED,CMD_PLC_C04_M03_A1_C04_M03,ControlCommand,44,0.12535612535612536,0,0,64,500000,96000,M,PLC_C04_M03,ROR
H2S,2,16,False,400000,A2_C04_M03,16,FULLY_SCHEDULED,CMD_PLC_C04_M03_A2_C04_M03,ControlCommand,45,0.1282051282051282,0,0,64,500000,13000,M,PLC_C04_M03,ROR
H2S,2,16,False,400000,A3_C04_M03,16,FULLY_SCHEDULED,CMD_PLC_C04_M03_A3_C04_M03,ControlCommand,46,0.13105413105413105,0,0,64,500000,9900,M,PLC_C04_M03,ROR
H2S,2,16,False,400000,A4_C04_M03,16,FULLY_SCHEDULED,CMD_PLC_C04_M03_A4_C04_M03,ControlCommand,47,0.1339031339031339,0,0,64,500000,72300,M,PLC_C04_M03,ROR
H2S,2,16,False,400000,A1_C05_M01,16,FULLY_SCHEDULED,CMD_PLC_C05_M01_A1_C05_M01,ControlCommand,48,0.13675213675213677,0,0,64,500000,67900,M,PLC_C05_M01,ROR
H2S,2,16,False,400000,A2_C05_M01,16,FULLY_SCHEDULED,CMD_PLC_C05_M01_A2_C05_M01,ControlCommand,49,0.1396011396011396,0,0,64,500000,81300,M,PLC_C05_M01,ROR
H2S,2,16,False,400000,A3_C05_M01,16,FULLY_SCHEDULED,CMD_PLC_C05_M01_A3_C05_M01,ControlCommand,50,0.14245014245014245,0,0,64,500000,31700,M,PLC_C05_M01,ROR
H2S,2,16,False,400000,A4_C05_M01,16,FULLY_SCHEDULED,CMD_PLC_C05_M01_A4_C05_M01,ControlCommand,51,0.1452991452991453,0,0,64,500000,87600,M,PLC_C05_M01,ROR
H2S,2,16,False,400000,A1_C05_M02,16,FULLY_SCHEDULED,CMD_PLC_C05_M02_A1_C05_M02,ControlCommand,52,0.14814814814814814,0,0,64,500000,15400,M,PLC_C05_M02,ROR
H2S,2,16,False,400000,A2_C05_M02,16,FULLY_SCHEDULED,CMD_PLC_C05_M02_A2_C05_M02,ControlCommand,53,0.150997150997151,0,0,64,500000,73800,M,PLC_C05_M02,ROR
H2S,2,16,False,400000,A3_C05_M02,16,FULLY_SCHEDULED,CMD_PLC_C05_M02_A3_C05_M02,ControlCommand,54,0.15384615384615385,0,0,64,500000,88600,M,PLC_C05_M02,ROR
H2S,2,16,False,400000,A4_C05_M02,16,FULLY_SCHEDULED,CMD_PLC_C05_M02_A4_C05_M02,ControlCommand,55,0.15669515669515668,0,0,64,500000,43400,M,PLC_C05_M02,ROR
H2S,2,16,False,400000,A1_C05_M03,16,FULLY_SCHEDULED,CMD_PLC_C05_M03_A1_C05_M03,ControlCommand,56,0.15954415954415954,0,0,64,500000,31800,M,PLC_C05_M03,ROR
H2S,2,16,False,400000,A2_C05_M03,16,FULLY_SCHEDULED,CMD_PLC_C05_M03_A2_C05_M03,ControlCommand,57,0.1623931623931624,0,0,64,500000,96100,M,PLC_C05_M03,ROR
H2S,2,16,False,400000,A3_C05_M03,16,FULLY_SCHEDULED,CMD_PLC_C05_M03_A3_C05_M03,ControlCommand,58,0.16524216524216523,0,0,64,500000,67700,M,PLC_C05_M03,ROR
H2S,2,16,False,400000,A4_C05_M03,16,FULLY_SCHEDULED,CMD_PLC_C05_M03_A4_C05_M03,ControlCommand,59,0.16809116809116809,0,0,64,500000,65300,M,PLC_C05_M03,ROR
H2S,2,16,False,400000,A1_C06_M01,16,FULLY_SCHEDULED,CMD_PLC_C06_M01_A1_C06_M01,ControlCommand,60,0.17094017094017094,0,0,64,500000,1100,M,PLC_C06_M01,ROR
H2S,2,16,False,400000,A2_C06_M01,16,FULLY_SCHEDULED,CMD_PLC_C06_M01_A2_C06_M01,ControlCommand,61,0.1737891737891738,0,0,64,500000,18500,M,PLC_C06_M01,ROR
H2S,2,16,False,400000,A3_C06_M01,16,FULLY_SCHEDULED,CMD_PLC_C06_M01_A3_C06_M01,ControlCommand,62,0.17663817663817663,0,0,64,500000,99400,M,PLC_C06_M01,ROR
H2S,2,16,False,400000,A4_C06_M01,16,FULLY_SCHEDULED,CMD_PLC_C06_M01_A4_C06_M01,ControlCommand,63,0.1794871794871795,0,0,64,500000,48900,M,PLC_C06_M01,ROR
H2S,2,16,False,400000,A1_C06_M02,16,FULLY_SCHEDULED,CMD_PLC_C06_M02_A1_C06_M02,ControlCommand,64,0.18233618233618235,0,0,64,500000,59400,M,PLC_C06_M02,ROR
H2S,2,0,False,400000,A2_C06_M02,16,ZERO_SCHEDULED,CMD_PLC_C06_M02_A2_C06_M02,ControlCommand,65,0.18518518518518517,16,0,64,500000,59500,M,PLC_C06_M02,ROR
H2S,2,16,False,400000,A3_C06_M02,16,FULLY_SCHEDULED,CMD_PLC_C06_M02_A3_C06_M02,ControlCommand,66,0.18803418803418803,0,0,64,500000,98500,M,PLC_C06_M02,ROR
H2S,2,0,False,400000,A4_C06_M02,16,ZERO_SCHEDULED,CMD_PLC_C06_M02_A4_C06_M02,ControlCommand,67,0.1908831908831909,16,0,64,500000,97900,M,PLC_C06_M02,ROR
H2S,2,16,False,400000,A1_C06_M03,16,FULLY_SCHEDULED,CMD_PLC_C06_M03_A1_C06_M03,ControlCommand,68,0.19373219373219372,0,0,64,500000,8500,M,PLC_C06_M03,ROR
H2S,2,16,False,400000,A2_C06_M03,16,FULLY_SCHEDULED,CMD_PLC_C06_M03_A2_C06_M03,ControlCommand,69,0.19658119658119658,0,0,64,500000,38600,M,PLC_C06_M03,ROR
H2S,2,16,False,400000,A3_C06_M03,16,FULLY_SCHEDULED,CMD_PLC_C06_M03_A3_C06_M03,ControlCommand,70,0.19943019943019943,0,0,64,500000,96400,M,PLC_C06_M03,ROR
H2S,2,16,False,400000,A4_C06_M03,16,FULLY_SCHEDULED,CMD_PLC_C06_M03_A4_C06_M03,ControlCommand,71,0.2022792022792023,0,0,64,500000,82500,M,PLC_C06_M03,ROR
H2S,2,16,False,400000,A1_C07_M01,16,FULLY_SCHEDULED,CMD_PLC_C07_M01_A1_C07_M01,ControlCommand,72,0.20512820512820512,0,0,64,500000,68700,M,PLC_C07_M01,ROR
H2S,2,16,False,400000,A2_C07_M01,16,FULLY_SCHEDULED,CMD_PLC_C07_M01_A2_C07_M01,ControlCommand,73,0.20797720797720798,0,0,64,500000,97500,M,PLC_C07_M01,ROR
H2S,2,16,False,400000,A3_C07_M01,16,FULLY_SCHEDULED,CMD_PLC_C07_M01_A3_C07_M01,ControlCommand,74,0.21082621082621084,0,0,64,500000,84300,M,PLC_C07_M01,ROR
H2S,2,16,False,400000,A4_C07_M01,16,FULLY_SCHEDULED,CMD_PLC_C07_M01_A4_C07_M01,ControlCommand,75,0.21367521367521367,0,0,64,500000,29500,M,PLC_C07_M01,ROR
H2S,2,16,False,400000,A1_C07_M02,16,FULLY_SCHEDULED,CMD_PLC_C07_M02_A1_C07_M02,ControlCommand,76,0.21652421652421652,0,0,64,500000,17500,M,PLC_C07_M02,ROR
H2S,2,16,False,400000,A2_C07_M02,16,FULLY_SCHEDULED,CMD_PLC_C07_M02_A2_C07_M02,ControlCommand,77,0.21937321937321938,0,0,64,500000,98200,M,PLC_C07_M02,ROR
H2S,2,16,False,400000,A3_C07_M02,16,FULLY_SCHEDULED,CMD_PLC_C07_M02_A3_C07_M02,ControlCommand,78,0.2222222222222222,0,0,64,500000,30900,M,PLC_C07_M02,ROR
H2S,2,16,False,400000,A4_C07_M02,16,FULLY_SCHEDULED,CMD_PLC_C07_M02_A4_C07_M02,ControlCommand,79,0.22507122507122507,0,0,64,500000,39900,M,PLC_C07_M02,ROR
H2S,2,16,False,400000,A1_C07_M03,16,FULLY_SCHEDULED,CMD_PLC_C07_M03_A1_C07_M03,ControlCommand,80,0.22792022792022792,0,0,64,500000,76100,M,PLC_C07_M03,ROR
H2S,2,16,False,400000,A2_C07_M03,16,FULLY_SCHEDULED,CMD_PLC_C07_M03_A2_C07_M03,ControlCommand,81,0.23076923076923078,0,0,64,500000,58100,M,PLC_C07_M03,ROR
H2S,2,16,False,400000,A3_C07_M03,16,FULLY_SCHEDULED,CMD_PLC_C07_M03_A3_C07_M03,ControlCommand,82,0.2336182336182336,0,0,64,500000,100,M,PLC_C07_M03,ROR
H2S,2,16,False,400000,A4_C07_M03,16,FULLY_SCHEDULED,CMD_PLC_C07_M03_A4_C07_M03,ControlCommand,83,0.23646723646723647,0,0,64,500000,40200,M,PLC_C07_M03,ROR
H2S,2,16,False,400000,A1_C08_M01,16,FULLY_SCHEDULED,CMD_PLC_C08_M01_A1_C08_M01,ControlCommand,84,0.23931623931623933,0,0,64,500000,57900,M,PLC_C08_M01,ROR
H2S,2,16,False,400000,A2_C08_M01,16,FULLY_SCHEDULED,CMD_PLC_C08_M01_A2_C08_M01,ControlCommand,85,0.24216524216524216,0,0,64,500000,24800,M,PLC_C08_M01,ROR
H2S,2,16,False,400000,A3_C08_M01,16,FULLY_SCHEDULED,CMD_PLC_C08_M01_A3_C08_M01,ControlCommand,86,0.245014245014245,0,0,64,500000,92200,M,PLC_C08_M01,ROR
H2S,2,16,False,400000,A4_C08_M01,16,FULLY_SCHEDULED,CMD_PLC_C08_M01_A4_C08_M01,ControlCommand,87,0.24786324786324787,0,0,64,500000,37200,M,PLC_C08_M01,ROR
H2S,2,16,False,400000,A1_C08_M02,16,FULLY_SCHEDULED,CMD_PLC_C08_M02_A1_C08_M02,ControlCommand,88,0.25071225071225073,0,0,64,500000,91100,M,PLC_C08_M02,ROR
H2S,2,16,False,400000,A2_C08_M02,16,FULLY_SCHEDULED,CMD_PLC_C08_M02_A2_C08_M02,ControlCommand,89,0.2535612535612536,0,0,64,500000,15300,M,PLC_C08_M02,ROR
H2S,2,16,False,400000,A3_C08_M02,16,FULLY_SCHEDULED,CMD_PLC_C08_M02_A3_C08_M02,ControlCommand,90,0.2564102564102564,0,0,64,500000,70400,M,PLC_C08_M02,ROR
H2S,2,16,False,400000,A4_C08_M02,16,FULLY_SCHEDULED,CMD_PLC_C08_M02_A4_C08_M02,ControlCommand,91,0.25925925925925924,0,0,64,500000,53500,M,PLC_C08_M02,ROR
H2S,2,16,False,400000,A1_C08_M03,16,FULLY_SCHEDULED,CMD_PLC_C08_M03_A1_C08_M03,ControlCommand,92,0.2621082621082621,0,0,64,500000,30000,M,PLC_C08_M03,ROR
H2S,2,16,False,400000,A2_C08_M03,16,FULLY_SCHEDULED,CMD_PLC_C08_M03_A2_C08_M03,ControlCommand,93,0.26495726495726496,0,0,64,500000,3000,M,PLC_C08_M03,ROR
H2S,2,16,False,400000,A3_C08_M03,16,FULLY_SCHEDULED,CMD_PLC_C08_M03_A3_C08_M03,ControlCommand,94,0.2678062678062678,0,0,64,500000,33000,M,PLC_C08_M03,ROR
