checker_semantics_verified,crosses_hyperperiod_boundary,derived_deadline_ns,derived_scenario,flow_id,last_absolute_deadline_ns,last_instance_release_ns,period_ns,release_ns,scenario
True,True,500000,M_REDSTAR_A133,SF_S4_C01_M01,8054700,7554700,500000,54700,M_REDSTAR
True,True,500000,M_REDSTAR_A133,SF_S4_C01_M02,8095100,7595100,500000,95100,M_REDSTAR
True,True,500000,M_REDSTAR_A133,SF_S4_C01_M03,8002300,7502300,500000,2300,M_REDSTAR
True,True,500000,M_REDSTAR_A133,SF_S4_C02_M01,8040300,7540300,500000,40300,M_REDSTAR
True,True,500000,M_REDSTAR_A133,SF_S4_C02_M02,8043900,7543900,500000,43900,M_REDSTAR
True,True,500000,M_REDSTAR_A133,SF_S4_C02_M03,8049400,7549400,500000,49400,M_REDSTAR
True,True,500000,M_REDSTAR_A133,SF_S4_C03_M01,8008700,7508700,500000,8700,M_REDSTAR
True,True,500000,M_REDSTAR_A133,SF_S4_C03_M02,8029600,7529600,500000,29600,M_REDSTAR
True,True,500000,M_REDSTAR_A133,SF_S4_C03_M03,8009700,7509700,500000,9700,M_REDSTAR
True,True,500000,M_REDSTAR_A133,SF_S4_C04_M01,8040200,7540200,500000,40200,M_REDSTAR
True,True,500000,M_REDSTAR_A133,SF_S4_C04_M02,8095400,7595400,500000,95400,M_REDSTAR
True,True,500000,M_REDSTAR_A133,SF_S4_C04_M03,8045000,7545000,500000,45000,M_REDSTAR
True,True,500000,M_REDSTAR_A133,SF_S4_C05_M01,8070700,7570700,500000,70700,M_REDSTAR
True,True,500000,M_REDSTAR_A133,SF_S4_C05_M02,8063800,7563800,500000,63800,M_REDSTAR
True,True,500000,M_REDSTAR_A133,SF_S4_C05_M03,8014600,7514600,500000,14600,M_REDSTAR
True,True,500000,M_REDSTAR_A133,SF_S4_C06_M01,8041100,7541100,500000,41100,M_REDSTAR
True,True,500000,M_REDSTAR_A133,SF_S4_C06_M02,8053200,7553200,500000,53200,M_REDSTAR
True,True,500000,M_REDSTAR_A133,SF_S4_C06_M03,8077800,7577800,500000,77800,M_REDSTAR
True,True,500000,M_REDSTAR_A133,SF_S4_C07_M01,8087200,7587200,500000,87200,M_REDSTAR
True,True,500000,M_REDSTAR_A133,SF_S4_C07_M02,8083400,7583400,500000,83400,M_REDSTAR
True,True,500000,M_REDSTAR_A133,SF_S4_C07_M03,8052200,7552200,500000,52200,M_REDSTAR
True,True,500000,M_REDSTAR_A133,SF_S4_C08_M01,8019300,7519300,500000,19300,M_REDSTAR
True,True,500000,M_REDSTAR_A133,SF_S4_C08_M02,8036100,7536100,500000,36100,M_REDSTAR
True,True,500000,M_REDSTAR_A133,SF_S4_C08_M03,8009300,7509300,500000,9300,M_REDSTAR
True,True,2000000,M_REDSTAR_A133,STAT_PLC_C01_M01,8149000,6149000,2000000,149000,M_REDSTAR
True,True,2000000,M_REDSTAR_A133,STAT_PLC_C01_M02,8251800,6251800,2000000,251800,M_REDSTAR
True,True,2000000,M_REDSTAR_A133,STAT_PLC_C01_M03,8209500,6209500,2000000,209500,M_REDSTAR
True,True,2000000,M_REDSTAR_A133,STAT_PLC_C02_M01,8195000,6195000,2000000,195000,M_REDSTAR
True,True,2000000,M_REDSTAR_A133,STAT_PLC_C02_M02,8233400,6233400,2000000,233400,M_REDSTAR
True,True,2000000,M_REDSTAR_A133,STAT_PLC_C02_M03,8215200,6215200,2000000,215200,M_REDSTAR
True,True,2000000,M_REDSTAR_A133,STAT_PLC_C03_M01,8044300,6044300,2000000,44300,M_REDSTAR
True,True,2000000,M_REDSTAR_A133,STAT_PLC_C03_M02,8088700,6088700,2000000,88700,M_REDSTAR
True,True,2000000,M_REDSTAR_A133,STAT_PLC_C03_M03,8031700,6031700,2000000,31700,M_REDSTAR
True,True,2000000,M_REDSTAR_A133,STAT_PLC_C04_M01,8120700,6120700,2000000,120700,M_REDSTAR
True,True,2000000,M_REDSTAR_A133,STAT_PLC_C04_M02,8110000,6110000,2000000,110000,M_REDSTAR
True,True,2000000,M_REDSTAR_A133,STAT_PLC_C04_M03,8208200,6208200,2000000,208200,M_REDSTAR
True,True,2000000,M_REDSTAR_A133,STAT_PLC_C05_M01,8335100,6335100,2000000,335100,M_REDSTAR
True,True,2000000,M_REDSTAR_A133,STAT_PLC_C05_M02,8270000,6270000,2000000,270000,M_REDSTAR
True,True,2000000,M_REDSTAR_A133,STAT_PLC_C05_M03,8204900,6204900,2000000,204900,M_REDSTAR
True,True,2000000,M_REDSTAR_A133,STAT_PLC_C06_M01,8076900,6076900,2000000,76900,M_REDSTAR
True,True,2000000,M_REDSTAR_A133,STAT_PLC_C06_M02,8333500,6333500,2000000,333500,M_REDSTAR
True,True,2000000,M_REDSTAR_A133,STAT_PLC_C06_M03,8338100,6338100,2000000,338100,M_REDSTAR
True,True,2000000,M_REDSTAR_A133,STAT_PLC_C07_M01,8232000,6232000,2000000,232000,M_REDSTAR
True,True,2000000,M_REDSTAR_A133,STAT_PLC_C07_M02,8326900,6326900,2000000,326900,M_REDSTAR
True,True,2000000,M_REDSTAR_A133,STAT_PLC_C07_M03,8387400,6387400,2000000,387400,M_REDSTAR
True,True,2000000,M_REDSTAR_A133,STAT_PLC_C08_M01,8351600,6351600,2000000,351600,M_REDSTAR
True,True,2000000,M_REDSTAR_A133,STAT_PLC_C08_M02,8007000,6007000,2000000,7000,M_REDSTAR
True,True,2000000,M_REDSTAR_A133,STAT_PLC_C08_M03,8299400,6299400,2000000,299400,M_REDSTAR
True,False,400000,M_ROR_A100,CMD_PLC_C01_M01_A1_C01_M01,7965900,7565900,500000,65900,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C01_M01_A2_C01_M01,7951400,7551400,500000,51400,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C01_M01_A3_C01_M01,7918100,7518100,500000,18100,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C01_M01_A4_C01_M01,7994500,7594500,500000,94500,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C01_M02_A1_C01_M02,7996800,7596800,500000,96800,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C01_M02_A2_C01_M02,7905900,7505900,500000,5900,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C01_M02_A3_C01_M02,7973800,7573800,500000,73800,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C01_M02_A4_C01_M02,7954000,7554000,500000,54000,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C01_M03_A1_C01_M03,7916600,7516600,500000,16600,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C01_M03_A2_C01_M03,7904900,7504900,500000,4900,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C01_M03_A3_C01_M03,7983400,7583400,500000,83400,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C01_M03_A4_C01_M03,7924500,7524500,500000,24500,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C02_M01_A1_C02_M01,7915700,7515700,500000,15700,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C02_M01_A2_C02_M01,7993300,7593300,500000,93300,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C02_M01_A3_C02_M01,7949400,7549400,500000,49400,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C02_M01_A4_C02_M01,7922300,7522300,500000,22300,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C02_M02_A1_C02_M02,7997900,7597900,500000,97900,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C02_M02_A2_C02_M02,7983800,7583800,500000,83800,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C02_M02_A3_C02_M02,7994900,7594900,500000,94900,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C02_M02_A4_C02_M02,7956600,7556600,500000,56600,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C02_M03_A1_C02_M03,7913300,7513300,500000,13300,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C02_M03_A2_C02_M03,7998500,7598500,500000,98500,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C02_M03_A3_C02_M03,7985700,7585700,500000,85700,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C02_M03_A4_C02_M03,7952800,7552800,500000,52800,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C03_M01_A1_C03_M01,7960600,7560600,500000,60600,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C03_M01_A2_C03_M01,7918900,7518900,500000,18900,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C03_M01_A3_C03_M01,7913700,7513700,500000,13700,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C03_M01_A4_C03_M01,7954700,7554700,500000,54700,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C03_M02_A1_C03_M02,7975600,7575600,500000,75600,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C03_M02_A2_C03_M02,7954200,7554200,500000,54200,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C03_M02_A3_C03_M02,7918100,7518100,500000,18100,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C03_M02_A4_C03_M02,7911300,7511300,500000,11300,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C03_M03_A1_C03_M03,7987900,7587900,500000,87900,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C03_M03_A2_C03_M03,7945300,7545300,500000,45300,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C03_M03_A3_C03_M03,7903900,7503900,500000,3900,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C03_M03_A4_C03_M03,7983800,7583800,500000,83800,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C04_M01_A1_C04_M01,7903400,7503400,500000,3400,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C04_M01_A2_C04_M01,7927600,7527600,500000,27600,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C04_M01_A3_C04_M01,7975500,7575500,500000,75500,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C04_M01_A4_C04_M01,7944700,7544700,500000,44700,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C04_M02_A1_C04_M02,7932400,7532400,500000,32400,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C04_M02_A2_C04_M02,7984300,7584300,500000,84300,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C04_M02_A3_C04_M02,7914200,7514200,500000,14200,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C04_M02_A4_C04_M02,7974300,7574300,500000,74300,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C04_M03_A1_C04_M03,7996000,7596000,500000,96000,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C04_M03_A2_C04_M03,7913000,7513000,500000,13000,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C04_M03_A3_C04_M03,7909900,7509900,500000,9900,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C04_M03_A4_C04_M03,7972300,7572300,500000,72300,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C05_M01_A1_C05_M01,7967900,7567900,500000,67900,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C05_M01_A2_C05_M01,7981300,7581300,500000,81300,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C05_M01_A3_C05_M01,7931700,7531700,500000,31700,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C05_M01_A4_C05_M01,7987600,7587600,500000,87600,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C05_M02_A1_C05_M02,7915400,7515400,500000,15400,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C05_M02_A2_C05_M02,7973800,7573800,500000,73800,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C05_M02_A3_C05_M02,7988600,7588600,500000,88600,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C05_M02_A4_C05_M02,7943400,7543400,500000,43400,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C05_M03_A1_C05_M03,7931800,7531800,500000,31800,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C05_M03_A2_C05_M03,7996100,7596100,500000,96100,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C05_M03_A3_C05_M03,7967700,7567700,500000,67700,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C05_M03_A4_C05_M03,7965300,7565300,500000,65300,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C06_M01_A1_C06_M01,7901100,7501100,500000,1100,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C06_M01_A2_C06_M01,7918500,7518500,500000,18500,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C06_M01_A3_C06_M01,7999400,7599400,500000,99400,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C06_M01_A4_C06_M01,7948900,7548900,500000,48900,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C06_M02_A1_C06_M02,7959400,7559400,500000,59400,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C06_M02_A2_C06_M02,7959500,7559500,500000,59500,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C06_M02_A3_C06_M02,7998500,7598500,500000,98500,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C06_M02_A4_C06_M02,7997900,7597900,500000,97900,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C06_M03_A1_C06_M03,7908500,7508500,500000,8500,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C06_M03_A2_C06_M03,7938600,7538600,500000,38600,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C06_M03_A3_C06_M03,7996400,7596400,500000,96400,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C06_M03_A4_C06_M03,7982500,7582500,500000,82500,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C07_M01_A1_C07_M01,7968700,7568700,500000,68700,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C07_M01_A2_C07_M01,7997500,7597500,500000,97500,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C07_M01_A3_C07_M01,7984300,7584300,500000,84300,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C07_M01_A4_C07_M01,7929500,7529500,500000,29500,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C07_M02_A1_C07_M02,7917500,7517500,500000,17500,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C07_M02_A2_C07_M02,7998200,7598200,500000,98200,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C07_M02_A3_C07_M02,7930900,7530900,500000,30900,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C07_M02_A4_C07_M02,7939900,7539900,500000,39900,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C07_M03_A1_C07_M03,7976100,7576100,500000,76100,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C07_M03_A2_C07_M03,7958100,7558100,500000,58100,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C07_M03_A3_C07_M03,7900100,7500100,500000,100,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C07_M03_A4_C07_M03,7940200,7540200,500000,40200,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C08_M01_A1_C08_M01,7957900,7557900,500000,57900,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C08_M01_A2_C08_M01,7924800,7524800,500000,24800,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C08_M01_A3_C08_M01,7992200,7592200,500000,92200,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C08_M01_A4_C08_M01,7937200,7537200,500000,37200,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C08_M02_A1_C08_M02,7991100,7591100,500000,91100,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C08_M02_A2_C08_M02,7915300,7515300,500000,15300,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C08_M02_A3_C08_M02,7970400,7570400,500000,70400,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C08_M02_A4_C08_M02,7953500,7553500,500000,53500,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C08_M03_A1_C08_M03,7930000,7530000,500000,30000,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C08_M03_A2_C08_M03,7903000,7503000,500000,3000,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C08_M03_A3_C08_M03,7933000,7533000,500000,33000,M_ROR
True,False,400000,M_ROR_A100,CMD_PLC_C08_M03_A4_C08_M03,7984700,7584700,500000,84700,M_ROR
True,False,3000000,M_ROR_A100,COORD_CC_C01_PLC_C01_M01,7090800,4090800,4000000,90800,M_ROR
True,False,3000000,M_ROR_A100,COORD_CC_C01_PLC_C01_M02,7042700,4042700,4000000,42700,M_ROR
True,False,3000000,M_ROR_A100,COORD_CC_C01_PLC_C01_M03,7256900,4256900,4000000,256900,M_ROR
True,False,3000000,M_ROR_A100,COORD_CC_C02_PLC_C02_M01,7317700,4317700,4000000,317700,M_ROR
True,False,3000000,M_ROR_A100,COORD_CC_C02_PLC_C02_M02,7312600,4312600,4000000,312600,M_ROR
True,False,3000000,M_ROR_A100,COORD_CC_C02_PLC_C02_M03,7453100,4453100,4000000,453100,M_ROR
True,False,3000000,M_ROR_A100,COORD_CC_C03_PLC_C03_M01,7651800,4651800,4000000,651800,M_ROR
True,False,3000000,M_ROR_A100,COORD_CC_C03_PLC_C03_M02,7215800,4215800,4000000,215800,M_ROR
True,False,3000000,M_ROR_A100,COORD_CC_C03_PLC_C03_M03,7665200,4665200,4000000,665200,M_ROR
True,False,3000000,M_ROR_A100,COORD_CC_C04_PLC_C04_M01,7094500,4094500,4000000,94500,M_ROR
True,False,3000000,M_ROR_A100,COORD_CC_C04_PLC_C04_M02,7222400,4222400,4000000,222400,M_ROR
True,False,3000000,M_ROR_A100,COORD_CC_C04_PLC_C04_M03,7139700,4139700,4000000,139700,M_ROR
True,False,3000000,M_ROR_A100,COORD_CC_C05_PLC_C05_M01,7760300,4760300,4000000,760300,M_ROR
True,False,3000000,M_ROR_A100,COORD_CC_C05_PLC_C05_M02,7760800,4760800,4000000,760800,M_ROR
True,False,3000000,M_ROR_A100,COORD_CC_C05_PLC_C05_M03,7422900,4422900,4000000,422900,M_ROR
True,False,3000000,M_ROR_A100,COORD_CC_C06_PLC_C06_M01,7783800,4783800,4000000,783800,M_ROR
True,False,3000000,M_ROR_A100,COORD_CC_C06_PLC_C06_M02,7100600,4100600,4000000,100600,M_ROR
True,False,3000000,M_ROR_A100,COORD_CC_C06_PLC_C06_M03,7739500,4739500,4000000,739500,M_ROR
True,False,3000000,M_ROR_A100,COORD_CC_C07_PLC_C07_M01,7045500,4045500,4000000,45500,M_ROR
True,False,3000000,M_ROR_A100,COORD_CC_C07_PLC_C07_M02,7248000,4248000,4000000,248000,M_ROR
True,False,3000000,M_ROR_A100,COORD_CC_C07_PLC_C07_M03,7395900,4395900,4000000,395900,M_ROR
True,False,3000000,M_ROR_A100,COORD_CC_C08_PLC_C08_M01,7252200,4252200,4000000,252200,M_ROR
True,False,3000000,M_ROR_A100,COORD_CC_C08_PLC_C08_M02,7572500,4572500,4000000,572500,M_ROR
True,False,3000000,M_ROR_A100,COORD_CC_C08_PLC_C08_M03,7086500,4086500,4000000,86500,M_ROR
True,False,6000000,M_ROR_A100,IC_NEXT_CC_C01,6471500,471500,8000000,471500,M_ROR
True,False,6000000,M_ROR_A100,IC_NEXT_CC_C02,6330100,330100,8000000,330100,M_ROR
True,False,6000000,M_ROR_A100,IC_NEXT_CC_C03,7062500,1062500,8000000,1062500,M_ROR
True,False,6000000,M_ROR_A100,IC_NEXT_CC_C04,7306500,1306500,8000000,1306500,M_ROR
True,False,6000000,M_ROR_A100,IC_NEXT_CC_C05,6353600,353600,8000000,353600,M_ROR
True,False,6000000,M_ROR_A100,IC_NEXT_CC_C06,6127300,127300,8000000,127300,M_ROR
True,False,6000000,M_ROR_A100,IC_NEXT_CC_C07,7083000,1083000,8000000,1083000,M_ROR
True,False,6000000,M_ROR_A100,IC_NEXT_CC_C08,7499000,1499000,8000000,1499000,M_ROR
True,False,6000000,M_ROR_A100,IC_PREV_CC_C01,7185700,1185700,8000000,1185700,M_ROR
True,False,6000000,M_ROR_A100,IC_PREV_CC_C02,7584400,1584400,8000000,1584400,M_ROR
True,False,6000000,M_ROR_A100,IC_PREV_CC_C03,6648300,648300,8000000,648300,M_ROR
True,False,6000000,M_ROR_A100,IC_PREV_CC_C04,6234300,234300,8000000,234300,M_ROR
True,False,6000000,M_ROR_A100,IC_PREV_CC_C05,6917500,917500,8000000,917500,M_ROR
True,False,6000000,M_ROR_A100,IC_PREV_CC_C06,6316200,316200,8000000,316200,M_ROR
True,False,6000000,M_ROR_A100,IC_PREV_CC_C07,6227300,227300,8000000,227300,M_ROR
True,False,6000000,M_ROR_A100,IC_PREV_CC_C08,6020700,20700,8000000,20700,M_ROR
True,False,1500000,M_ROR_A100,SC_S1_C01_M01,7540600,6040600,2000000,40600,M_ROR
True,False,1500000,M_ROR_A100,SC_S1_C01_M02,7725500,6225500,2000000,225500,M_ROR
True,False,1500000,M_ROR_A100,SC_S1_C01_M03,7529200,6029200,2000000,29200,M_ROR
True,False,1500000,M_ROR_A100,SC_S1_C02_M01,7826700,6326700,2000000,326700,M_ROR
True,False,1500000,M_ROR_A100,SC_S1_C02_M02,7897300,6397300,2000000,397300,M_ROR
True,False,1500000,M_ROR_A100,SC_S1_C02_M03,7845100,6345100,2000000,345100,M_ROR
True,False,1500000,M_ROR_A100,SC_S1_C03_M01,7847300,6347300,2000000,347300,M_ROR
True,False,1500000,M_ROR_A100,SC_S1_C03_M02,7590500,6090500,2000000,90500,M_ROR
True,False,1500000,M_ROR_A100,SC_S1_C03_M03,7686100,6186100,2000000,186100,M_ROR
True,False,1500000,M_ROR_A100,SC_S1_C04_M01,7795900,6295900,2000000,295900,M_ROR
True,False,1500000,M_ROR_A100,SC_S1_C04_M02,7557300,6057300,2000000,57300,M_ROR
True,False,1500000,M_ROR_A100,SC_S1_C04_M03,7646500,6146500,2000000,146500,M_ROR
True,False,1500000,M_ROR_A100,SC_S1_C05_M01,7595100,6095100,2000000,95100,M_ROR
True,False,1500000,M_ROR_A100,SC_S1_C05_M02,7699700,6199700,2000000,199700,M_ROR
True,False,1500000,M_ROR_A100,SC_S1_C05_M03,7814200,6314200,2000000,314200,M_ROR
True,False,1500000,M_ROR_A100,SC_S1_C06_M01,7690900,6190900,2000000,190900,M_ROR
True,False,1500000,M_ROR_A100,SC_S1_C06_M02,7711700,6211700,2000000,211700,M_ROR
True,False,1500000,M_ROR_A100,SC_S1_C06_M03,7685100,6185100,2000000,185100,M_ROR
True,False,1500000,M_ROR_A100,SC_S1_C07_M01,7887800,6387800,2000000,387800,M_ROR
True,False,1500000,M_ROR_A100,SC_S1_C07_M02,7830400,6330400,2000000,330400,M_ROR
True,False,1500000,M_ROR_A100,SC_S1_C07_M03,7656900,6156900,2000000,156900,M_ROR
True,False,1500000,M_ROR_A100,SC_S1_C08_M01,7671500,6171500,2000000,171500,M_ROR
True,False,1500000,M_ROR_A100,SC_S1_C08_M02,7856200,6356200,2000000,356200,M_ROR
True,False,1500000,M_ROR_A100,SC_S1_C08_M03,7717200,6217200,2000000,217200,M_ROR
True,False,1500000,M_ROR_A100,SC_S2_C01_M01,7641100,6141100,2000000,141100,M_ROR
True,False,1500000,M_ROR_A100,SC_S2_C01_M02,7722300,6222300,2000000,222300,M_ROR
True,False,1500000,M_ROR_A100,SC_S2_C01_M03,7611300,6111300,2000000,111300,M_ROR
True,False,1500000,M_ROR_A100,SC_S2_C02_M01,7534800,6034800,2000000,34800,M_ROR
True,False,1500000,M_ROR_A100,SC_S2_C02_M02,7786000,6286000,2000000,286000,M_ROR
True,False,1500000,M_ROR_A100,SC_S2_C02_M03,7897400,6397400,2000000,397400,M_ROR
True,False,1500000,M_ROR_A100,SC_S2_C03_M01,7732500,6232500,2000000,232500,M_ROR
True,False,1500000,M_ROR_A100,SC_S2_C03_M02,7821700,6321700,2000000,321700,M_ROR
True,False,1500000,M_ROR_A100,SC_S2_C03_M03,7530700,6030700,2000000,30700,M_ROR
True,False,1500000,M_ROR_A100,SC_S2_C04_M01,7643000,6143000,2000000,143000,M_ROR
True,False,1500000,M_ROR_A100,SC_S2_C04_M02,7561400,6061400,2000000,61400,M_ROR
True,False,1500000,M_ROR_A100,SC_S2_C04_M03,7628200,6128200,2000000,128200,M_ROR
True,False,1500000,M_ROR_A100,SC_S2_C05_M01,7750000,6250000,2000000,250000,M_ROR
True,False,1500000,M_ROR_A100,SC_S2_C05_M02,7829800,6329800,2000000,329800,M_ROR
True,False,1500000,M_ROR_A100,SC_S2_C05_M03,7899800,6399800,2000000,399800,M_ROR
True,False,1500000,M_ROR_A100,SC_S2_C06_M01,7760900,6260900,2000000,260900,M_ROR
True,False,1500000,M_ROR_A100,SC_S2_C06_M02,7586400,6086400,2000000,86400,M_ROR
True,False,1500000,M_ROR_A100,SC_S2_C06_M03,7768200,6268200,2000000,268200,M_ROR
True,False,1500000,M_ROR_A100,SC_S2_C07_M01,7670500,6170500,2000000,170500,M_ROR
True,False,1500000,M_ROR_A100,SC_S2_C07_M02,7514600,6014600,2000000,14600,M_ROR
True,False,1500000,M_ROR_A100,SC_S2_C07_M03,7634600,6134600,2000000,134600,M_ROR
True,False,1500000,M_ROR_A100,SC_S2_C08_M01,7639100,6139100,2000000,139100,M_ROR
True,False,1500000,M_ROR_A100,SC_S2_C08_M02,7802600,6302600,2000000,302600,M_ROR
True,False,1500000,M_ROR_A100,SC_S2_C08_M03,7795500,6295500,2000000,295500,M_ROR
True,False,1500000,M_ROR_A100,SC_S3_C01_M01,7893500,6393500,2000000,393500,M_ROR
True,False,1500000,M_ROR_A100,SC_S3_C01_M02,7877000,6377000,2000000,377000,M_ROR
True,False,1500000,M_ROR_A100,SC_S3_C01_M03,7503600,6003600,2000000,3600,M_ROR
True,False,1500000,M_ROR_A100,SC_S3_C02_M01,7899700,6399700,2000000,399700,M_ROR
True,False,1500000,M_ROR_A100,SC_S3_C02_M02,7749400,6249400,2000000,249400,M_ROR
True,False,1500000,M_ROR_A100,SC_S3_C02_M03,7708600,6208600,2000000,208600,M_ROR
True,False,1500000,M_ROR_A100,SC_S3_C03_M01,7872500,6372500,2000000,372500,M_ROR
True,False,1500000,M_ROR_A100,SC_S3_C03_M02,7520800,6020800,2000000,20800,M_ROR
True,False,1500000,M_ROR_A100,SC_S3_C03_M03,7864700,6364700,2000000,364700,M_ROR
True,False,1500000,M_ROR_A100,SC_S3_C04_M01,7552300,6052300,2000000,52300,M_ROR
True,False,1500000,M_ROR_A100,SC_S3_C04_M02,7578100,6078100,2000000,78100,M_ROR
True,False,1500000,M_ROR_A100,SC_S3_C04_M03,7818800,6318800,2000000,318800,M_ROR
True,False,1500000,M_ROR_A100,SC_S3_C05_M01,7503100,6003100,2000000,3100,M_ROR
True,False,1500000,M_ROR_A100,SC_S3_C05_M02,7825400,6325400,2000000,325400,M_ROR
True,False,1500000,M_ROR_A100,SC_S3_C05_M03,7702100,6202100,2000000,202100,M_ROR
True,False,1500000,M_ROR_A100,SC_S3_C06_M01,7842600,6342600,2000000,342600,M_ROR
True,False,1500000,M_ROR_A100,SC_S3_C06_M02,7816500,6316500,2000000,316500,M_ROR
True,False,1500000,M_ROR_A100,SC_S3_C06_M03,7758000,6258000,2000000,258000,M_ROR
True,False,1500000,M_ROR_A100,SC_S3_C07_M01,7576600,6076600,2000000,76600,M_ROR
