alpha,alpha_den,alpha_num,capped_at_period,deadline_changed,derived_deadline_ns,derived_scenario,flow_id,flow_kind,original_deadline_ns,period_ns,release_ns,source_scenario
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C05_M02_A1_C05_M02,ControlCommand,400000,500000,15400,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C05_M02_A2_C05_M02,ControlCommand,400000,500000,73800,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C05_M02_A3_C05_M02,ControlCommand,400000,500000,88600,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C05_M02_A4_C05_M02,ControlCommand,400000,500000,43400,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C05_M03_A1_C05_M03,ControlCommand,400000,500000,31800,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C05_M03_A2_C05_M03,ControlCommand,400000,500000,96100,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C05_M03_A3_C05_M03,ControlCommand,400000,500000,67700,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C05_M03_A4_C05_M03,ControlCommand,400000,500000,65300,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C06_M01_A1_C06_M01,ControlCommand,400000,500000,1100,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C06_M01_A2_C06_M01,ControlCommand,400000,500000,18500,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C06_M01_A3_C06_M01,ControlCommand,400000,500000,99400,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C06_M01_A4_C06_M01,ControlCommand,400000,500000,48900,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C06_M02_A1_C06_M02,ControlCommand,400000,500000,59400,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C06_M02_A2_C06_M02,ControlCommand,400000,500000,59500,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C06_M02_A3_C06_M02,ControlCommand,400000,500000,98500,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C06_M02_A4_C06_M02,ControlCommand,400000,500000,97900,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C06_M03_A1_C06_M03,ControlCommand,400000,500000,8500,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C06_M03_A2_C06_M03,ControlCommand,400000,500000,38600,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C06_M03_A3_C06_M03,ControlCommand,400000,500000,96400,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C06_M03_A4_C06_M03,ControlCommand,400000,500000,82500,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C07_M01_A1_C07_M01,ControlCommand,400000,500000,68700,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C07_M01_A2_C07_M01,ControlCommand,400000,500000,97500,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C07_M01_A3_C07_M01,ControlCommand,400000,500000,84300,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C07_M01_A4_C07_M01,ControlCommand,400000,500000,29500,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C07_M02_A1_C07_M02,ControlCommand,400000,500000,17500,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C07_M02_A2_C07_M02,ControlCommand,400000,500000,98200,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C07_M02_A3_C07_M02,ControlCommand,400000,500000,30900,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C07_M02_A4_C07_M02,ControlCommand,400000,500000,39900,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C07_M03_A1_C07_M03,ControlCommand,400000,500000,76100,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C07_M03_A2_C07_M03,ControlCommand,400000,500000,58100,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C07_M03_A3_C07_M03,ControlCommand,400000,500000,100,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C07_M03_A4_C07_M03,ControlCommand,400000,500000,40200,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C08_M01_A1_C08_M01,ControlCommand,400000,500000,57900,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C08_M01_A2_C08_M01,ControlCommand,400000,500000,24800,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C08_M01_A3_C08_M01,ControlCommand,400000,500000,92200,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C08_M01_A4_C08_M01,ControlCommand,400000,500000,37200,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C08_M02_A1_C08_M02,ControlCommand,400000,500000,91100,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C08_M02_A2_C08_M02,ControlCommand,400000,500000,15300,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C08_M02_A3_C08_M02,ControlCommand,400000,500000,70400,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C08_M02_A4_C08_M02,ControlCommand,400000,500000,53500,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C08_M03_A1_C08_M03,ControlCommand,400000,500000,30000,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C08_M03_A2_C08_M03,ControlCommand,400000,500000,3000,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C08_M03_A3_C08_M03,ControlCommand,400000,500000,33000,M_RING
5/4,4,5,True,True,500000,M_RING_A125,CMD_PLC_C08_M03_A4_C08_M03,ControlCommand,400000,500000,84700,M_RING
5/4,4,5,False,True,3750000,M_RING_A125,COORD_CC_C01_PLC_C01_M01,MachineCoordination,3000000,4000000,90800,M_RING
5/4,4,5,False,True,3750000,M_RING_A125,COORD_CC_C01_PLC_C01_M02,MachineCoordination,3000000,4000000,42700,M_RING
5/4,4,5,False,True,3750000,M_RING_A125,COORD_CC_C01_PLC_C01_M03,MachineCoordination,3000000,4000000,256900,M_RING
5/4,4,5,False,True,3750000,M_RING_A125,COORD_CC_C02_PLC_C02_M01,MachineCoordination,3000000,4000000,317700,M_RING
5/4,4,5,False,True,3750000,M_RING_A125,COORD_CC_C02_PLC_C02_M02,MachineCoordination,3000000,4000000,312600,M_RING
5/4,4,5,False,True,3750000,M_RING_A125,COORD_CC_C02_PLC_C02_M03,MachineCoordination,3000000,4000000,453100,M_RING
5/4,4,5,False,True,3750000,M_RING_A125,COORD_CC_C03_PLC_C03_M01,MachineCoordination,3000000,4000000,651800,M_RING
5/4,4,5,False,True,3750000,M_RING_A125,COORD_CC_C03_PLC_C03_M02,MachineCoordination,3000000,4000000,215800,M_RING
5/4,4,5,False,True,3750000,M_RING_A125,COORD_CC_C03_PLC_C03_M03,MachineCoordination,3000000,4000000,665200,M_RING
5/4,4,5,False,True,3750000,M_RING_A125,COORD_CC_C04_PLC_C04_M01,MachineCoordination,3000000,4000000,94500,M_RING
5/4,4,5,False,True,3750000,M_RING_A125,COORD_CC_C04_PLC_C04_M02,MachineCoordination,3000000,4000000,222400,M_RING
5/4,4,5,False,True,3750000,M_RING_A125,COORD_CC_C04_PLC_C04_M03,MachineCoordination,3000000,4000000,139700,M_RING
5/4,4,5,False,True,3750000,M_RING_A125,COORD_CC_C05_PLC_C05_M01,MachineCoordination,3000000,4000000,760300,M_RING
5/4,4,5,False,True,3750000,M_RING_A125,COORD_CC_C05_PLC_C05_M02,MachineCoordination,3000000,4000000,760800,M_RING
5/4,4,5,False,True,3750000,M_RING_A125,COORD_CC_C05_PLC_C05_M03,MachineCoordination,3000000,4000000,422900,M_RING
5/4,4,5,False,True,3750000,M_RING_A125,COORD_CC_C06_PLC_C06_M01,MachineCoordination,3000000,4000000,783800,M_RING
5/4,4,5,False,True,3750000,M_RING_A125,COORD_CC_C06_PLC_C06_M02,MachineCoordination,3000000,4000000,100600,M_RING
5/4,4,5,False,True,3750000,M_RING_A125,COORD_CC_C06_PLC_C06_M03,MachineCoordination,3000000,4000000,739500,M_RING
5/4,4,5,False,True,3750000,M_RING_A125,COORD_CC_C07_PLC_C07_M01,MachineCoordination,3000000,4000000,45500,M_RING
5/4,4,5,False,True,3750000,M_RING_A125,COORD_CC_C07_PLC_C07_M02,MachineCoordination,3000000,4000000,248000,M_RING
5/4,4,5,False,True,3750000,M_RING_A125,COORD_CC_C07_PLC_C07_M03,MachineCoordination,3000000,4000000,395900,M_RING
5/4,4,5,False,True,3750000,M_RING_A125,COORD_CC_C08_PLC_C08_M01,MachineCoordination,3000000,4000000,252200,M_RING
5/4,4,5,False,True,3750000,M_RING_A125,COORD_CC_C08_PLC_C08_M02,MachineCoordination,3000000,4000000,572500,M_RING
5/4,4,5,False,True,3750000,M_RING_A125,COORD_CC_C08_PLC_C08_M03,MachineCoordination,3000000,4000000,86500,M_RING
5/4,4,5,False,True,7500000,M_RING_A125,IC_NEXT_CC_C01,InterCellNext,6000000,8000000,471500,M_RING
5/4,4,5,False,True,7500000,M_RING_A125,IC_NEXT_CC_C02,InterCellNext,6000000,8000000,330100,M_RING
5/4,4,5,False,True,7500000,M_RING_A125,IC_NEXT_CC_C03,InterCellNext,6000000,8000000,1062500,M_RING
5/4,4,5,False,True,7500000,M_RING_A125,IC_NEXT_CC_C04,InterCellNext,6000000,8000000,1306500,M_RING
5/4,4,5,False,True,7500000,M_RING_A125,IC_NEXT_CC_C05,InterCellNext,6000000,8000000,353600,M_RING
5/4,4,5,False,True,7500000,M_RING_A125,IC_NEXT_CC_C06,InterCellNext,6000000,8000000,127300,M_RING
5/4,4,5,False,True,7500000,M_RING_A125,IC_NEXT_CC_C07,InterCellNext,6000000,8000000,1083000,M_RING
5/4,4,5,False,True,7500000,M_RING_A125,IC_NEXT_CC_C08,InterCellNext,6000000,8000000,1499000,M_RING
5/4,4,5,False,True,7500000,M_RING_A125,IC_PREV_CC_C01,InterCellPrevious,6000000,8000000,1185700,M_RING
5/4,4,5,False,True,7500000,M_RING_A125,IC_PREV_CC_C02,InterCellPrevious,6000000,8000000,1584400,M_RING
5/4,4,5,False,True,7500000,M_RING_A125,IC_PREV_CC_C03,InterCellPrevious,6000000,8000000,648300,M_RING
5/4,4,5,False,True,7500000,M_RING_A125,IC_PREV_CC_C04,InterCellPrevious,6000000,8000000,234300,M_RING
5/4,4,5,False,True,7500000,M_RING_A125,IC_PREV_CC_C05,InterCellPrevious,6000000,8000000,917500,M_RING
5/4,4,5,False,True,7500000,M_RING_A125,IC_PREV_CC_C06,InterCellPrevious,6000000,8000000,316200,M_RING
5/4,4,5,False,True,7500000,M_RING_A125,IC_PREV_CC_C07,InterCellPrevious,6000000,8000000,227300,M_RING
5/4,4,5,False,True,7500000,M_RING_A125,IC_PREV_CC_C08,InterCellPrevious,6000000,8000000,20700,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S1_C01_M01,SensorCyclic,1500000,2000000,40600,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S1_C01_M02,SensorCyclic,1500000,2000000,225500,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S1_C01_M03,SensorCyclic,1500000,2000000,29200,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S1_C02_M01,SensorCyclic,1500000,2000000,326700,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S1_C02_M02,SensorCyclic,1500000,2000000,397300,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S1_C02_M03,SensorCyclic,1500000,2000000,345100,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S1_C03_M01,SensorCyclic,1500000,2000000,347300,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S1_C03_M02,SensorCyclic,1500000,2000000,90500,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S1_C03_M03,SensorCyclic,1500000,2000000,186100,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S1_C04_M01,SensorCyclic,1500000,2000000,295900,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S1_C04_M02,SensorCyclic,1500000,2000000,57300,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S1_C04_M03,SensorCyclic,1500000,2000000,146500,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S1_C05_M01,SensorCyclic,1500000,2000000,95100,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S1_C05_M02,SensorCyclic,1500000,2000000,199700,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S1_C05_M03,SensorCyclic,1500000,2000000,314200,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S1_C06_M01,SensorCyclic,1500000,2000000,190900,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S1_C06_M02,SensorCyclic,1500000,2000000,211700,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S1_C06_M03,SensorCyclic,1500000,2000000,185100,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S1_C07_M01,SensorCyclic,1500000,2000000,387800,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S1_C07_M02,SensorCyclic,1500000,2000000,330400,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S1_C07_M03,SensorCyclic,1500000,2000000,156900,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S1_C08_M01,SensorCyclic,1500000,2000000,171500,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S1_C08_M02,SensorCyclic,1500000,2000000,356200,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S1_C08_M03,SensorCyclic,1500000,2000000,217200,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S2_C01_M01,SensorCyclic,1500000,2000000,141100,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S2_C01_M02,SensorCyclic,1500000,2000000,222300,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S2_C01_M03,SensorCyclic,1500000,2000000,111300,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S2_C02_M01,SensorCyclic,1500000,2000000,34800,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S2_C02_M02,SensorCyclic,1500000,2000000,286000,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S2_C02_M03,SensorCyclic,1500000,2000000,397400,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S2_C03_M01,SensorCyclic,1500000,2000000,232500,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S2_C03_M02,SensorCyclic,1500000,2000000,321700,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S2_C03_M03,SensorCyclic,1500000,2000000,30700,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S2_C04_M01,SensorCyclic,1500000,2000000,143000,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S2_C04_M02,SensorCyclic,1500000,2000000,61400,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S2_C04_M03,SensorCyclic,1500000,2000000,128200,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S2_C05_M01,SensorCyclic,1500000,2000000,250000,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S2_C05_M02,SensorCyclic,1500000,2000000,329800,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S2_C05_M03,SensorCyclic,1500000,2000000,399800,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S2_C06_M01,SensorCyclic,1500000,2000000,260900,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S2_C06_M02,SensorCyclic,1500000,2000000,86400,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S2_C06_M03,SensorCyclic,1500000,2000000,268200,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S2_C07_M01,SensorCyclic,1500000,2000000,170500,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S2_C07_M02,SensorCyclic,1500000,2000000,14600,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S2_C07_M03,SensorCyclic,1500000,2000000,134600,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S2_C08_M01,SensorCyclic,1500000,2000000,139100,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S2_C08_M02,SensorCyclic,1500000,2000000,302600,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S2_C08_M03,SensorCyclic,1500000,2000000,295500,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S3_C01_M01,SensorCyclic,1500000,2000000,393500,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S3_C01_M02,SensorCyclic,1500000,2000000,377000,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S3_C01_M03,SensorCyclic,1500000,2000000,3600,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S3_C02_M01,SensorCyclic,1500000,2000000,399700,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S3_C02_M02,SensorCyclic,1500000,2000000,249400,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S3_C02_M03,SensorCyclic,1500000,2000000,208600,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S3_C03_M01,SensorCyclic,1500000,2000000,372500,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S3_C03_M02,SensorCyclic,1500000,2000000,20800,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S3_C03_M03,SensorCyclic,1500000,2000000,364700,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S3_C04_M01,SensorCyclic,1500000,2000000,52300,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S3_C04_M02,SensorCyclic,1500000,2000000,78100,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S3_C04_M03,SensorCyclic,1500000,2000000,318800,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S3_C05_M01,SensorCyclic,1500000,2000000,3100,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S3_C05_M02,SensorCyclic,1500000,2000000,325400,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S3_C05_M03,SensorCyclic,1500000,2000000,202100,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S3_C06_M01,SensorCyclic,1500000,2000000,342600,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S3_C06_M02,SensorCyclic,1500000,2000000,316500,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S3_C06_M03,SensorCyclic,1500000,2000000,258000,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S3_C07_M01,SensorCyclic,1500000,2000000,76600,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S3_C07_M02,SensorCyclic,1500000,2000000,112600,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S3_C07_M03,SensorCyclic,1500000,2000000,247600,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S3_C08_M01,SensorCyclic,1500000,2000000,138600,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S3_C08_M02,SensorCyclic,1500000,2000000,46300,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S3_C08_M03,SensorCyclic,1500000,2000000,111200,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S4_C01_M01,SensorCyclic,1500000,2000000,114400,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S4_C01_M02,SensorCyclic,1500000,2000000,201700,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S4_C01_M03,SensorCyclic,1500000,2000000,270400,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S4_C02_M01,SensorCyclic,1500000,2000000,157600,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S4_C02_M02,SensorCyclic,1500000,2000000,295300,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S4_C02_M03,SensorCyclic,1500000,2000000,341500,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S4_C03_M01,SensorCyclic,1500000,2000000,278600,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S4_C03_M02,SensorCyclic,1500000,2000000,195300,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S4_C03_M03,SensorCyclic,1500000,2000000,174700,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S4_C04_M01,SensorCyclic,1500000,2000000,334700,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S4_C04_M02,SensorCyclic,1500000,2000000,9100,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S4_C04_M03,SensorCyclic,1500000,2000000,89200,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S4_C05_M01,SensorCyclic,1500000,2000000,37800,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S4_C05_M02,SensorCyclic,1500000,2000000,328500,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S4_C05_M03,SensorCyclic,1500000,2000000,43200,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S4_C06_M01,SensorCyclic,1500000,2000000,2300,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S4_C06_M02,SensorCyclic,1500000,2000000,270800,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S4_C06_M03,SensorCyclic,1500000,2000000,126600,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S4_C07_M01,SensorCyclic,1500000,2000000,77500,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S4_C07_M02,SensorCyclic,1500000,2000000,25300,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S4_C07_M03,SensorCyclic,1500000,2000000,43900,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S4_C08_M01,SensorCyclic,1500000,2000000,396100,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S4_C08_M02,SensorCyclic,1500000,2000000,359800,M_RING
5/4,4,5,False,True,1875000,M_RING_A125,SC_S4_C08_M03,SensorCyclic,1500000,2000000,215500,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S1_C01_M01,SensorFast,400000,500000,26200,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S1_C01_M02,SensorFast,400000,500000,52500,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S1_C01_M03,SensorFast,400000,500000,21000,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S1_C02_M01,SensorFast,400000,500000,26700,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S1_C02_M02,SensorFast,400000,500000,28600,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S1_C02_M03,SensorFast,400000,500000,25500,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S1_C03_M01,SensorFast,400000,500000,76700,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S1_C03_M02,SensorFast,400000,500000,46800,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S1_C03_M03,SensorFast,400000,500000,59400,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S1_C04_M01,SensorFast,400000,500000,83100,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S1_C04_M02,SensorFast,400000,500000,2200,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S1_C04_M03,SensorFast,400000,500000,79700,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S1_C05_M01,SensorFast,400000,500000,18400,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S1_C05_M02,SensorFast,400000,500000,20200,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S1_C05_M03,SensorFast,400000,500000,3000,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S1_C06_M01,SensorFast,400000,500000,93900,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S1_C06_M02,SensorFast,400000,500000,91500,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S1_C06_M03,SensorFast,400000,500000,42500,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S1_C07_M01,SensorFast,400000,500000,93900,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S1_C07_M02,SensorFast,400000,500000,82300,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S1_C07_M03,SensorFast,400000,500000,78700,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S1_C08_M01,SensorFast,400000,500000,84800,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S1_C08_M02,SensorFast,400000,500000,91400,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S1_C08_M03,SensorFast,400000,500000,83800,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S2_C01_M01,SensorFast,400000,500000,81400,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S2_C01_M02,SensorFast,400000,500000,33800,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S2_C01_M03,SensorFast,400000,500000,7600,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S2_C02_M01,SensorFast,400000,500000,13300,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S2_C02_M02,SensorFast,400000,500000,68400,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S2_C02_M03,SensorFast,400000,500000,54400,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S2_C03_M01,SensorFast,400000,500000,54200,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S2_C03_M02,SensorFast,400000,500000,26000,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S2_C03_M03,SensorFast,400000,500000,66500,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S2_C04_M01,SensorFast,400000,500000,24000,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S2_C04_M02,SensorFast,400000,500000,14600,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S2_C04_M03,SensorFast,400000,500000,81700,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S2_C05_M01,SensorFast,400000,500000,3900,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S2_C05_M02,SensorFast,400000,500000,71100,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S2_C05_M03,SensorFast,400000,500000,78600,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S2_C06_M01,SensorFast,400000,500000,67000,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S2_C06_M02,SensorFast,400000,500000,200,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S2_C06_M03,SensorFast,400000,500000,75400,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S2_C07_M01,SensorFast,400000,500000,12300,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S2_C07_M02,SensorFast,400000,500000,2100,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S2_C07_M03,SensorFast,400000,500000,8100,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S2_C08_M01,SensorFast,400000,500000,35800,M_RING
5/4,4,5,True,True,500000,M_RING_A125,SF_S2_C08_M02,SensorFast,400000,500000,49600,M_RING
